Salinity (psu),Temperature (°C),Initial Polyps,End Polyps,Net Increase,Ammonia Nitrogen (mg/L),Oxygen Consumption,pH,Phosphate (mg/L),Nitrate (mg/L),Turbidity (NTU),Dissolved Oxygen (mg/L),Chlorophyll-a concentration (mg/m³),Biological Oxygen Demand (BOD) (mg/L),Sea Surface Temperature (SST) (°C),Total Suspended Solids (TSS) (mg/L),Water Current Speed (m/s)
37,27,5.239154101970527,23.76890438131896,21.591745770785334,0.07956487827647205,0.3434914339955074,8.213014574948195,0.14339513385827182,0.2425545914092113,5.904776126982618,7.686664228837882,1.8033857603648458,2.9649551038040145,25.876873158927257,26.918548486843047,0.3485170759783641
28,31,5.190109241187274,37.581622137180176,19.274432766766054,0.032024023625463915,2.333061562521903,7.955876649702696,0.07034130021983151,0.22939510465725843,7.696234856435611,5.784722427751914,1.4038011374241575,1.7778653786307776,29.29291288528574,58.677362094257,0.11814319583122793
21,19,8.731036287409193,15.28286413991784,26.177040449560973,0.057181227441877716,1.9275077461724202,7.952797011859468,0.06468941639129328,0.10925870876600335,8.95161115680645,7.685832125201445,2.301250829194614,3.999961728566814,26.396210661189116,30.28032203088952,0.3111747537504625
39,18,8.295177671018404,16.418711160647106,8.245737723197193,0.06910204049066677,2.966622405011734,8.398917032686672,0.13558229071239036,0.30013346227040893,9.472291925272085,6.009724776408159,0.2969848616622844,2.102032079727981,26.837567486388192,97.68588004113401,0.43647582733162205
34,24,9.010652790637938,10.390887032712513,26.447047597398374,0.07410653083454706,1.098493296627882,7.912755574724277,0.11809172126172514,0.2934436027006665,4.619524503632533,5.074233346094102,2.0521661250627656,2.5268392763741665,30.219090367560007,45.13059226107587,0.35111503984462816
26,25,5.52683766976403,10.425701481873016,24.105784355873464,0.06025528836580713,0.27911092024157913,7.888835855693298,0.06865784992536414,0.1631322904724492,3.0866594273061256,7.796834710149508,2.9918930727669695,2.49932227835012,31.84367402389342,91.86984744482045,0.1299319838724639
31,18,5.1778543351777415,34.881748808755376,22.948503138855195,0.029852554639199537,2.2296151024723576,7.8592111366559525,0.07693597006635378,0.40572960008268144,3.8954073658515798,7.579174409842999,2.3625565954572916,1.9768178927517952,29.16398851024116,30.299859694326187,0.32793568106031223
27,20,7.542896447237892,31.963678205288673,17.715158986097872,0.03283975060982625,1.6130269146744125,8.147883207100078,0.13006639415253113,0.2970697321244012,8.20937193632179,6.643237049497365,0.9426341835746204,2.7228213267936208,30.95409128875573,27.02881047751988,0.3133880926328984
34,25,6.937976157413848,20.65123169355875,8.894836507176802,0.011453062248677495,0.7182914010284916,8.176718295601262,0.0953868619995936,0.23559758806462933,9.771873720338485,7.102744223678025,0.9056765346456036,2.8933835237104732,25.062186626801797,65.52110161357636,0.4122133951535574
22,32,7.309734683354779,30.94933471682718,13.859341647773098,0.06326201843700568,2.3670140681138023,8.019136755754129,0.11705405065060909,0.1587635636091708,5.731148938883044,8.788676766823038,2.0349339707210308,3.97688669123723,25.256421478947335,80.14411704729886,0.0972849725283829
33,22,9.95794204435137,21.856177789299107,24.219978327086444,0.012991772424336596,0.6908909089648368,8.121248001306881,0.08183520221360109,0.320864330788405,4.442825708382318,7.380800723621751,2.697977345324738,4.0602742975081485,29.177070361281043,61.00881074671381,0.35282098683066637
36,20,9.853749788353351,38.58690387993482,2.8897975620050844,0.0705256648221922,0.855918799015516,8.273039718566947,0.08812299527748767,0.4011268104355239,5.433524655680276,7.631535741346125,1.7760542484587445,1.6342238731666483,27.722881711203073,30.681611524473343,0.02341163914551399
23,18,9.711576948365964,39.011580442781046,23.89742153938523,0.01830624301321772,0.36833280766348553,8.290862500993049,0.14907125586231051,0.2127997410739887,4.438505157161059,5.255645283796564,1.6294666327931693,3.3710891973101282,31.228304704812075,13.410492659559646,0.3511258973115261
37,32,8.919213383838368,21.783813274280302,8.721980733651861,0.022031355849514697,1.2583536091894778,8.37474724542939,0.07476170871747186,0.18751774063068904,4.051900185657234,5.6639778427005005,0.5651139881466469,4.5847911931175815,27.113873391600137,65.64599390719047,0.4806142789298929
27,25,6.774206801284452,35.62665719022604,6.040657620204884,0.043356852958256614,1.314894749418515,8.294560791553724,0.1006456377036514,0.3087739856258308,6.7500060192574365,6.203809105646353,2.174825170543468,1.4351464355382433,28.02435719252833,21.793350282899347,0.09545025046231255
23,19,7.0606546513138575,33.192671250923986,5.2396369090484605,0.06165162906181197,1.5922291920100655,8.138904862030456,0.13444023431905322,0.1621373210040068,2.125887842988355,7.157517272112573,2.1366659969498834,2.891656178136554,28.695364384820977,40.885874832909806,0.16253688868131436
21,20,7.748080218594622,19.299998115153677,2.763000334622823,0.019730154363935437,2.1559963746589546,7.907794179502107,0.0739223213665858,0.36664535463771397,4.076417989319905,8.106363583933284,2.9041590377681583,4.0014124896333705,26.91127183020373,70.82062783041084,0.2956070702939901
25,31,9.152672282024199,16.96119486703318,16.66042158620068,0.040804975254654895,2.727692693173235,7.859858134621705,0.09152137566843307,0.34213745117769223,7.291056622759912,6.2849635111543485,0.9705573344864268,3.445965337529373,31.35946407217306,18.82210965246387,0.3688735724700553
29,31,5.343564162591338,23.747039511785015,8.111276435424426,0.04379958920870734,0.49942888677464503,7.832707133946515,0.11150912873699884,0.13483281983657147,2.25650157045444,6.425529721915096,2.293691881465842,1.4023426263864955,28.25173509260668,21.45263318055602,0.17874198129822183
23,28,7.121484429424441,33.44046521843219,29.704089441829684,0.024859994916801395,0.2576094852111055,8.199915499071231,0.09811881514751025,0.11460815175254956,2.66561453207148,6.024603540694995,1.3587892574731242,2.5864245014038896,27.96908926383312,15.549958657666371,0.33548689879866744
37,33,5.413088317296343,38.80503354186236,18.08422916442176,0.018089086367644225,0.15374057742356653,8.284521753238796,0.09595022665703173,0.348115461035434,4.347169158286278,6.018437317181224,1.7195710956867913,3.028957992867456,30.948271342540327,99.64712160161439,0.4506466083428032
31,21,7.573287932867558,32.90737206599718,5.860787541968292,0.06854946460899478,0.5165019963995672,8.105210370410447,0.08625097313221236,0.21771750959549632,9.02243838887188,8.795455383579187,2.467716181241619,4.983382406865092,27.183848811535288,44.83690917414231,0.36601380573988834
21,22,9.494504120031177,35.6562095505511,21.28535114271823,0.04517259548339359,2.0080535087667153,7.832828504900184,0.1086646327774925,0.13457830126935943,8.11908928132237,7.541828718475561,0.7437856305550292,1.7144316372946111,30.722257411576727,91.52156509611711,0.3584011316250996
29,31,8.912424622819689,28.091929185115497,27.136819862272308,0.011006686518890708,2.20968352618984,8.121282344754803,0.11243726979236102,0.4037714819825946,2.177253035329948,5.623604974159788,1.0943193446295032,4.92969506864045,25.855909969049446,36.422707458185386,0.1971656226241418
23,33,6.13921208771555,35.06223492526378,22.865025870349204,0.06620869109163727,2.380866569231554,8.36144955691473,0.11532895409013626,0.22561760120705765,6.013702533507935,7.88899431233704,2.3425951435730314,2.5045991369177756,26.2795197335543,77.78823086264462,0.4566003613307184
33,24,9.879954247993961,33.53262574010253,4.140316109104535,0.07865556637902094,0.8067538145225936,8.158567914559477,0.05703681079060294,0.28383981985528944,4.197499951899334,7.888084573440116,1.7543279543347967,1.8012819442952854,31.65589166320214,29.7159954681141,0.1458882415609281
35,27,8.336751990232141,21.309566257788404,27.084757073394467,0.05241483367899732,0.9870949584584077,8.285656493077688,0.11310341757120489,0.1947251709815077,7.189165272496504,7.665880784214821,0.36802645902470354,2.656436328495984,30.897132435653955,54.84922386834253,0.11058737474365332
34,24,5.052138496987015,26.559709063621632,24.230022804079013,0.04525958709588496,1.5010904721399485,8.28009158903505,0.14532371787812326,0.3509268313431858,7.77243106074769,5.538881780362654,1.3475390136576877,3.4559804961392686,27.715292310194844,84.21541653662017,0.1884697275259869
27,18,6.2770674234260975,34.142593659690846,6.432509202957202,0.07148911041314732,0.2832309808946568,8.359277459868393,0.10409862355280836,0.2205953661417438,8.902900617034259,6.631965933878348,1.8012366076217474,1.8539895756439835,29.469195141019206,83.47009590055744,0.32857654816186205
33,33,6.303566499599583,11.381702025698692,3.450004884518872,0.0766761752779219,1.872310417312614,8.262137259389924,0.12152670825092443,0.4872083844910514,5.803329896832114,5.427025321977652,2.7376002176906526,2.165756333208511,31.60079132601669,81.48526456264071,0.4322222132353083
27,21,5.3462715314292995,34.24237847067489,17.60469610880064,0.06281758411317225,2.9528315976596975,8.248620308407855,0.10567323077592178,0.3811790194467627,9.955600708364676,8.266482016368546,0.6466153448220521,4.418186006941159,26.48301232004859,84.13609717346976,0.07471860335018536
35,19,9.799132590379646,15.336643721470704,6.369002717519353,0.04118170508140015,1.1463383029962075,7.940461598982385,0.13547406185919786,0.15468891054938633,9.839888858296874,7.620688572711677,2.4372636082947,4.996037846675471,25.413073291561005,29.032505317529132,0.4087630668574799
32,18,7.3912764728796185,25.440508513643167,25.368546672667616,0.05145549795320084,2.2832576777650133,7.8359550931926485,0.1429583094597569,0.2666779358693867,9.057333795768265,7.028815747071274,0.4788110009221149,2.2726907659937057,28.762276451537137,53.399464530434784,0.40828346338780763
37,32,9.47907298685941,34.24826318667813,12.033370386806865,0.059065475551259954,1.5500983551518632,8.110559679032285,0.06842198992963593,0.2541684398919515,6.598955961264567,6.372061906002386,0.8024834142198409,1.595427215799761,25.998178150645153,53.63843271374428,0.2975904847291422
34,22,6.6110775172231415,17.614632344700844,27.56098845262411,0.0235991499701261,0.4706543486451099,7.8746605247680534,0.09368600365571265,0.31369884428815326,5.18405150003052,5.736997897977734,0.8056972621213567,4.172683279976166,26.311233648979627,90.14522386131212,0.3827174903932326
32,28,5.626167852164135,17.37422317918459,17.83926881994816,0.04130407225515067,1.7884886015275003,8.377317525766795,0.08923821009327212,0.43677226979170136,4.91509048111828,5.425790355332431,2.6446896681356145,3.401822749100581,31.240774328121056,36.72026464594859,0.0991215420942778
28,27,7.371680549531069,22.082931953867558,7.1148267587107075,0.06808748853020996,0.9696353784877884,7.973954857579817,0.09052151232992786,0.33336880607320074,2.0969980007019586,8.876962430147598,0.6771513068434625,1.4016045735024045,25.05182421051424,93.83463040501434,0.09309714040214956
34,19,5.569783173571586,36.839283927329035,5.908768286074403,0.055830774394891015,0.1997693045150289,8.311766522030576,0.06255241812278758,0.12462267103999972,3.993395977938932,5.798594567824092,2.3821861082576863,4.787085925744083,30.71774018524708,50.57161626754891,0.43277201672307625
32,20,7.430077514887699,10.013283443116237,18.141228251617108,0.03878428470482979,1.941296217341457,8.032574775121475,0.1313615725980719,0.36216627872114204,7.750465879593317,5.239498506885543,1.4392389486568977,1.312198113599568,28.618655434349254,70.28083028596768,0.2540927342449378
20,29,9.60148590609704,37.041492899258046,23.332741132148428,0.056435377381027704,2.59090381304171,7.9939165499144265,0.05357662430149353,0.10330611917834337,6.829056799144532,8.846667088729985,2.997363226612201,3.5014256065345646,28.915060713517104,34.1994801051401,0.13050923498389605
26,22,7.603840709171063,14.614210739248232,23.8821581367811,0.018275568845072192,1.099832324009635,8.361095143425974,0.10282266077271568,0.41198418421615723,9.331377513340268,7.195806965431308,2.533365346091106,2.6957490235743258,29.702375723194535,46.926829614817656,0.3474778752270986
28,22,8.082498634475417,39.70259128202446,9.721207324355875,0.03810483273954134,1.2318570869170344,8.017993543251734,0.11618783880446912,0.36665442896449685,2.400178135332463,8.186626939964572,2.245139089898672,3.2264956729597434,28.020114946156074,73.88208388622263,0.4470188317977683
20,23,5.7831921848690415,38.645409791154044,7.7189092495406895,0.06551899765741395,2.6839628806049136,8.034172745197882,0.07074694380588772,0.2235142633410344,3.242212825418645,5.175063388793275,2.625106289291367,1.8528567826405777,25.809283217346902,56.14724276659084,0.3198380965126824
31,26,5.218678129399848,24.840255687738498,2.4691765257867075,0.025435615099565365,2.459465558765332,7.863655067767746,0.14058501920987954,0.2169767218358063,8.313950314817042,7.267783429918619,1.9386881385545973,3.7524415970026066,25.71974156663377,93.76372105195004,0.18019907104060845
27,19,5.554039810899035,25.381607434378843,21.01757623363274,0.02301730552901924,2.173363188300154,8.202267999169505,0.13385492070247929,0.4193091986185222,4.86806104956267,6.592839856471981,2.546591543932643,4.838878756533359,30.280535394287597,76.34124693077297,0.24678650499357713
30,29,7.992657878421828,24.44648020827563,4.1439112361390915,0.0765573061941502,0.821511484884129,7.973303648686508,0.09710837294839253,0.41333467676984825,2.9467626697430234,8.087857737399535,0.857267857348222,2.8337034961796626,26.547246002870995,60.79626329595399,0.37861203586321635
38,20,5.475058494961523,29.063309369785678,13.781313649445922,0.024692834071036153,2.739628299403269,8.151362500703705,0.09111489323401387,0.240920941750704,9.971604040800713,5.153702582556234,0.38333931219311734,3.091833110272909,25.196711785323508,89.80027809869874,0.04307560214746989
36,29,6.8799644497065575,12.721651067047931,18.84710059251229,0.02826430057551177,0.5478056968637177,8.154811022431925,0.07365679252111,0.21957909123191213,8.298002421354903,6.606762274246457,1.8862028205513393,1.9592466822755252,31.857297223692587,69.900074990987,0.1164106128186567
27,34,7.7504597022907795,10.978538450246996,28.239050457750956,0.07787311572330366,1.9176345063099434,8.23151981735746,0.12299932246449637,0.323929915553116,5.2699282940649805,8.196293677944784,1.3606021387243994,4.567471935004324,31.862740635524855,68.25884260783891,0.23666576145822912
22,27,6.943263993149236,11.731087852476966,10.730459834761522,0.061429599918551805,0.18352342358490426,8.247144891703465,0.06317437996319641,0.10334626399365768,8.586779815569123,7.090789058553479,1.3366783063480527,4.884697620559833,27.646989361406458,32.17341998328645,0.3060780724075784
22,31,5.818419007326508,23.330960477245434,8.993620548502554,0.05897175731164698,1.966787438342343,8.108671460640924,0.1180237753843783,0.13306681519461694,7.444830960953227,7.200154963994416,1.627568772047134,4.145187540344217,25.178666911899793,45.53712689753898,0.17619113961073898
20,34,6.368956537570533,18.2664381765845,20.316484320010755,0.06970484686982069,0.9037186204327435,7.998595168562042,0.13424569861184135,0.1504678360594947,8.319798076558666,5.388658727863862,1.1480095735400733,3.171094008639216,30.09085261014925,71.49732873436193,0.15621155171624154
24,34,9.641587664242884,28.661186871129814,19.338692897500287,0.0181076157565756,1.404063233832788,8.30247053690084,0.07284715759170238,0.17416472713086967,8.521651020525198,5.5293222244803655,1.9155726411842044,4.827187298034523,30.817084423399685,90.2612540334842,0.030278255892863433
29,31,8.379911377931776,39.773268681243366,11.299073932627488,0.05941693656060051,1.101267200965454,7.98591938964509,0.1366427402898756,0.30480725067018766,2.6778294663225433,7.707998421463143,0.18864826530812673,1.6154002214691072,25.875095830810668,38.39927262804237,0.025974868305209294
26,26,7.4802391933994326,21.589695192293977,27.986851394274023,0.045258202652976726,0.6009945931140087,8.104505456681599,0.05333231994395085,0.49689676594444887,6.983783101504765,7.700186489159679,2.9126848914571135,2.913963439580874,25.948210304364654,29.393705974868624,0.14656047860838456
28,25,5.0635744499344675,27.2152376231354,25.656145169709717,0.06804054481988979,1.9037442912722349,8.040751549922238,0.14127873853865253,0.36104536069894144,2.0542844238146207,8.916413577009093,2.7816560769321543,3.1504228269056522,30.755567997877534,63.43263809342702,0.26994798904387607
26,19,9.962077002447352,22.468116877220062,8.271511284222273,0.04556992030656361,2.657729109907762,8.313047031581814,0.061836222785129805,0.12451951777968945,2.347649970409365,7.847811952262202,2.8122834714876075,2.967665679009507,31.453351721006644,16.04773882924418,0.28262203325825164
28,30,8.357274674473217,35.418150031655784,8.69599127216665,0.053416894798823854,2.88134430261897,8.059151118687497,0.11457591779380326,0.31023174962489675,9.231840072446726,6.972973983733789,1.1585101371927833,4.209673148714813,30.535283856719047,74.30875313050046,0.2520734715047657
27,24,6.584612386724725,37.06709210386714,16.344409712838257,0.043441948847967524,0.6578044531463536,8.03165951330249,0.07500824689139418,0.2986580849558018,6.220509770854444,8.429311294134212,1.6424837772113894,3.6816115640654563,26.405214644186707,73.28246889587328,0.21084153516138882
31,26,9.39634329998919,36.320668366157804,23.66001884846017,0.04347112464890909,2.180381044782623,8.213894215738582,0.13365523911696137,0.1576671263272198,7.887215886948199,5.417891943263745,2.866978748866968,1.5066338636730467,27.880648536039548,41.94694278875396,0.13362287873804718
21,28,6.292158101459091,39.23116716037772,3.233130622877003,0.06375789846432821,2.0265841631564787,8.161464665916865,0.10123003609154665,0.4681089475209631,8.708007923545168,6.797183283585018,2.716803563640001,2.3858052293722416,29.2058969810614,90.34098880104115,0.20634027148046327
20,31,7.720082895913758,10.82557555421246,21.413384304571785,0.05399964804530983,1.0957955897662603,7.864348100097508,0.06352411912465014,0.2763060990701476,9.59669414051668,6.148436443710279,2.3917089801133273,2.3563073935475454,26.1220543167458,55.196302738521474,0.0779923830389016
35,21,8.180353818649126,35.19448486436593,20.150605126698714,0.05432842411265874,0.15538767812580492,8.104901283806377,0.10709915713259785,0.4978236562438959,8.954822783382367,5.418551227710502,1.2812616105580181,3.2625287711717146,26.47421744842756,68.11884556236431,0.06647702222275803
24,30,6.105316857268642,32.553165191172795,8.481442685563671,0.04151977386820681,2.1003946172073116,8.24128703299995,0.09078826101969831,0.2680289181008657,5.866491589578351,8.054008338881465,1.736583747228303,2.1658336706315877,26.980202504479884,28.862063374450404,0.1569721958387578
22,19,9.89198639400298,16.860832282010943,21.077884370757765,0.04717766474362694,2.8419350956225506,8.395244858754815,0.1161447816613101,0.34318308107344375,4.687762459044092,7.043168121995535,2.3994461752282783,1.4690870782156424,28.566592892035857,47.5606301644,0.4977209102493376
31,22,8.740959529894987,38.689602801625824,28.325129355058312,0.06220023663433512,1.933148353555389,8.177488100382192,0.13819032847634594,0.14190501458057603,3.2359458896483053,7.227074879589963,0.891734787066092,3.6147306626285416,28.575634210242832,87.61757862427913,0.16998350428303524
27,28,7.789066127555349,14.445337846898365,3.3100036592095186,0.06781586433783428,1.362348900144139,8.02217583986479,0.09093891311834185,0.28169112952274766,5.20257185989824,6.645020751641316,1.916703167861523,4.40414775414009,30.700061635432867,29.16455928691085,0.46886363127400155
22,23,5.9029729908765045,30.38649781401725,10.95025754817775,0.05875929815008324,1.6229462929237224,7.935690959881271,0.07898806795338596,0.19550635760158933,4.931948633289307,6.841348926410941,2.501009542070385,4.726432381863695,30.27107140481338,45.1516939833222,0.20220845142617008
