Salinity (psu),Temperature (°C),Initial Polyps,End Polyps,Net Increase,Ammonia Nitrogen (mg/L),Oxygen Consumption,pH,Phosphate (mg/L),Nitrate (mg/L),Turbidity (NTU),Dissolved Oxygen (mg/L),Chlorophyll-a concentration (mg/m³),Biological Oxygen Demand (BOD) (mg/L),Sea Surface Temperature (SST) (°C),Total Suspended Solids (TSS) (mg/L),Water Current Speed (m/s),Quality_Index,Suitability,Predicted_Suitability,Cluster,Cluster_Label
36,30,9.04441730818164,26.826233900878528,26.44454303283205,0.0794322437163244,1.4274570697820188,7.809013525188339,0.1130559234345738,0.1444253213126619,4.054156124303305,8.225421123174359,0.2231884232322227,3.930479285849037,25.7514778225227,69.31307197749913,0.1241033549975121,30.979333594088114,0,0,1,Far Suitable
34,33,9.65159442418912,36.9302401803387,13.5039985715339,0.0476309237984796,2.812731990900749,7.882969904042849,0.1432641062553984,0.2404975329133313,2.852475843742144,6.975343762607693,0.7358705346184822,1.5802615785616942,31.4830202308941,96.3776893960321,0.2610185376441972,34.877704404900044,0,0,1,Far Suitable
38,18,8.905852118934597,14.10997189161014,28.394456955065653,0.0399708621121083,2.618803209278929,8.131392898424567,0.0788295804554256,0.2278085807229903,2.330002587773844,6.927023318915926,2.9283527491471344,3.511194590812151,26.789494205161425,66.30774653822698,0.3176137551210056,36.40871700412052,0,0,1,Far Suitable
31,31,9.12566097964352,39.84944107975279,4.316553109462781,0.0142997590481882,0.604486574319054,8.15932985685439,0.1138455070652143,0.1654220153655272,5.453206833475051,6.270182630621353,2.1427760780714675,1.0004745796434,27.079141601675715,44.62404848787129,0.3690940190260913,28.86097002087153,0,0,1,Far Suitable
39,32,7.477260517304909,25.816979822617377,9.110257613863492,0.0256747211457612,0.2339698012847236,7.964647032600225,0.0786815747207031,0.2743393438054433,2.417964669606623,6.442990980220837,2.1653560119342914,1.073277370414175,30.37976667907991,21.983781606066994,0.2027089982964675,36.0313675764405,0,0,1,Far Suitable
22,19,6.931744549241578,21.755748892272365,23.83967315349524,0.0354290957479229,1.7808305094967547,8.040017781591775,0.0793632391759874,0.2809098049156556,2.7643509965181305,7.677324714810956,0.3745875867109761,2.558212542504381,27.993245412094208,44.69932012063626,0.3635418915292531,41.50484713241694,0,0,1,Far Suitable
26,21,9.44695458064422,29.09615940260063,12.12315916511308,0.0665505951978786,0.1204244524100114,8.317128198670954,0.1000297874393991,0.1739704075091269,2.2644175590355182,8.589931539181698,2.0132605533792334,2.7204730944307625,31.506432959372265,57.12936958565908,0.1771253581893338,47.082278890596726,0,0,1,Far Suitable
28,18,7.253098283648789,24.94708001497819,4.580702837228104,0.0616186961018362,2.4359385334935086,8.13857010104006,0.1178900842230207,0.1454349269514699,2.0090518009669616,8.451154182685563,0.7624652583938377,3.76429442641828,30.296229085728385,58.33065579345316,0.1354924748843067,44.01653161479477,0,0,1,Far Suitable
26,25,9.4122972022805,22.200222099957493,18.382196381773685,0.0475928920319382,0.3227074844315286,8.046175681766368,0.0891967740274463,0.2366104301685455,2.630544617942272,7.036333226759806,1.3268049193383364,3.0843847183205018,25.36337818768344,37.80283146354726,0.4407988888868717,34.47292938646788,0,0,1,Far Suitable
33,27,7.216365437218091,16.573524384098153,23.938002263667187,0.0596229378941321,0.7867129978229224,7.863930748329667,0.1103581247123062,0.3510224095482586,2.304945961507933,7.829071674665757,2.2250296214997167,3.4026690708224225,31.95582434784768,46.21876530830127,0.468192575927063,36.26017963412966,0,0,1,Far Suitable
37,27,5.239154101970527,23.76890438131896,21.591745770785334,0.079564878276472,0.3434914339955074,8.213014574948195,0.1433951338582718,0.2425545914092113,5.904776126982618,7.686664228837882,1.803385760364845,2.9649551038040145,25.876873158927257,26.918548486843047,0.3485170759783641,29.063096130332998,0,0,1,Far Suitable
26,25,5.52683766976403,10.425701481873016,24.105784355873464,0.0602552883658071,0.2791109202415791,7.888835855693298,0.0686578499253641,0.1631322904724492,3.0866594273061256,7.796834710149508,2.991893072766969,2.49932227835012,31.84367402389342,91.86984744482044,0.1299319838724639,38.82649368933112,0,0,1,Far Suitable
31,18,5.1778543351777415,34.881748808755376,22.948503138855195,0.0298525546391995,2.2296151024723576,7.859211136655952,0.0769359700663537,0.4057296000826814,3.89540736585158,7.579174409842999,2.362556595457292,1.9768178927517952,29.16398851024116,30.299859694326187,0.3279356810603122,39.53366497422994,0,0,1,Far Suitable
22,32,7.309734683354779,30.94933471682718,13.859341647773098,0.0632620184370056,2.3670140681138023,8.019136755754129,0.117054050650609,0.1587635636091708,5.731148938883044,8.788676766823038,2.0349339707210308,3.97688669123723,25.25642147894733,80.14411704729886,0.0972849725283829,29.220559866379595,0,0,1,Far Suitable
36,20,9.853749788353351,38.58690387993482,2.8897975620050844,0.0705256648221922,0.855918799015516,8.273039718566947,0.0881229952774876,0.4011268104355239,5.433524655680276,7.631535741346125,1.7760542484587445,1.6342238731666483,27.72288171120308,30.681611524473343,0.0234116391455139,37.442486487822,0,0,1,Far Suitable
23,19,7.0606546513138575,33.192671250923986,5.2396369090484605,0.0616516290618119,1.5922291920100655,8.138904862030456,0.1344402343190532,0.1621373210040068,2.125887842988355,7.157517272112573,2.136665996949884,2.891656178136554,28.695364384820977,40.885874832909806,0.1625368886813143,39.79014955089541,0,0,1,Far Suitable
21,20,7.748080218594622,19.29999811515368,2.763000334622823,0.0197301543639354,2.1559963746589546,7.907794179502107,0.0739223213665858,0.3666453546377139,4.076417989319905,8.106363583933284,2.9041590377681583,4.0014124896333705,26.91127183020373,70.82062783041084,0.2956070702939901,34.154570977377475,0,0,1,Far Suitable
29,31,5.343564162591338,23.74703951178501,8.111276435424426,0.0437995892087073,0.499428886774645,7.832707133946515,0.1115091287369988,0.1348328198365714,2.25650157045444,6.425529721915096,2.293691881465842,1.4023426263864955,28.25173509260668,21.45263318055602,0.1787419812982218,35.372750746293654,0,0,1,Far Suitable
23,28,7.121484429424441,33.44046521843219,29.704089441829684,0.0248599949168013,0.2576094852111055,8.199915499071231,0.0981188151475102,0.1146081517525495,2.66561453207148,6.024603540694995,1.3587892574731242,2.5864245014038896,27.96908926383312,15.549958657666371,0.3354868987986674,30.8356882439939,0,0,1,Far Suitable
21,22,9.494504120031175,35.6562095505511,21.28535114271823,0.0451725954833935,2.008053508766716,7.832828504900184,0.1086646327774925,0.1345783012693594,8.11908928132237,7.541828718475561,0.7437856305550292,1.7144316372946111,30.722257411576727,91.52156509611711,0.3584011316250996,28.224730755173503,0,0,1,Far Suitable
23,33,6.13921208771555,35.06223492526378,22.865025870349204,0.0662086910916372,2.380866569231554,8.36144955691473,0.1153289540901362,0.2256176012070576,6.013702533507935,7.88899431233704,2.3425951435730314,2.504599136917776,26.2795197335543,77.78823086264462,0.4566003613307184,29.73158703451421,0,0,1,Far Suitable
33,24,9.87995424799396,33.53262574010253,4.140316109104535,0.0786555663790209,0.8067538145225936,8.158567914559477,0.0570368107906029,0.2838398198552894,4.197499951899334,7.888084573440116,1.7543279543347967,1.8012819442952854,31.65589166320214,29.7159954681141,0.1458882415609281,39.78235297434515,0,0,1,Far Suitable
28,27,7.371680549531069,22.08293195386756,7.114826758710708,0.0680874885302099,0.9696353784877884,7.973954857579817,0.0905215123299278,0.3333688060732007,2.096998000701958,8.876962430147598,0.6771513068434625,1.4016045735024043,25.05182421051424,93.83463040501434,0.0930971404021495,49.5170832798966,0,0,1,Far Suitable
20,29,9.60148590609704,37.041492899258046,23.332741132148428,0.0564353773810277,2.59090381304171,7.993916549914426,0.0535766243014935,0.1033061191783433,6.829056799144532,8.846667088729985,2.997363226612201,3.5014256065345646,28.915060713517104,34.1994801051401,0.130509234983896,29.85603973994484,0,0,1,Far Suitable
28,22,8.082498634475417,39.70259128202446,9.721207324355875,0.0381048327395413,1.2318570869170344,8.017993543251734,0.1161878388044691,0.3666544289644968,2.400178135332463,8.186626939964572,2.245139089898672,3.226495672959744,28.02011494615608,73.88208388622263,0.4470188317977683,40.9808238066108,0,0,1,Far Suitable
20,23,5.7831921848690415,38.64540979115405,7.7189092495406895,0.0655189976574139,2.6839628806049136,8.034172745197882,0.0707469438058877,0.2235142633410344,3.242212825418645,5.175063388793275,2.625106289291367,1.8528567826405773,25.809283217346906,56.14724276659084,0.3198380965126824,28.673205989177283,0,0,1,Far Suitable
30,29,7.992657878421828,24.44648020827563,4.143911236139092,0.0765573061941502,0.821511484884129,7.973303648686508,0.0971083729483925,0.4133346767698482,2.946762669743024,8.087857737399535,0.857267857348222,2.8337034961796626,26.547246002870995,60.79626329595399,0.3786120358632163,37.24751568988116,0,0,1,Far Suitable
29,31,8.379911377931776,39.773268681243366,11.299073932627488,0.0594169365606005,1.101267200965454,7.98591938964509,0.1366427402898756,0.3048072506701876,2.677829466322544,7.707998421463143,0.1886482653081267,1.6154002214691072,25.875095830810668,38.39927262804237,0.0259748683052092,39.81262413922835,0,0,1,Far Suitable
28,25,5.063574449934468,27.2152376231354,25.65614516970972,0.0680405448198897,1.9037442912722349,8.040751549922238,0.1412787385386525,0.3610453606989414,2.0542844238146207,8.916413577009093,2.7816560769321543,3.150422826905652,30.75556799787753,63.43263809342702,0.269947989043876,44.47276503012401,0,0,1,Far Suitable
26,19,9.962077002447352,22.468116877220066,8.271511284222273,0.0455699203065636,2.657729109907762,8.313047031581814,0.0618362227851298,0.1245195177796894,2.347649970409365,7.847811952262202,2.8122834714876075,2.967665679009507,31.453351721006644,16.04773882924418,0.2826220332582516,43.45188495956597,0,0,1,Far Suitable
27,24,6.584612386724725,37.06709210386714,16.344409712838257,0.0434419488479675,0.6578044531463536,8.03165951330249,0.0750082468913941,0.2986580849558018,6.220509770854444,8.429311294134212,1.6424837772113894,3.681611564065456,26.405214644186707,73.28246889587328,0.2108415351613888,30.245594565056447,0,0,1,Far Suitable
24,30,6.105316857268642,32.553165191172795,8.481442685563671,0.0415197738682068,2.100394617207312,8.24128703299995,0.0907882610196983,0.2680289181008657,5.866491589578351,8.054008338881465,1.736583747228303,2.165833670631588,26.980202504479884,28.862063374450404,0.1569721958387578,32.971790808186086,0,0,1,Far Suitable
22,19,9.89198639400298,16.860832282010943,21.077884370757765,0.0471776647436269,2.84193509562255,8.395244858754815,0.1161447816613101,0.3431830810734437,4.687762459044092,7.043168121995535,2.3994461752282783,1.4690870782156424,28.566592892035857,47.5606301644,0.4977209102493376,38.0186760327515,0,0,1,Far Suitable
31,22,8.740959529894987,38.689602801625824,28.325129355058312,0.0622002366343351,1.933148353555389,8.177488100382192,0.1381903284763459,0.141905014580576,3.2359458896483053,7.227074879589963,0.891734787066092,3.6147306626285416,28.575634210242832,87.61757862427913,0.1699835042830352,33.70090487321777,0,0,1,Far Suitable
20,22,5.539718573232322,35.18978967126371,17.05792217275854,0.0677364863585881,2.948542576716183,7.983839279017174,0.1484441953583368,0.2808175106319207,2.276031011986608,7.5830382861227505,2.2071538166952216,3.125072019843344,31.32731404398605,38.44914236045419,0.0317117442822288,38.53507768002928,0,0,1,Far Suitable
24,23,8.426490080579367,14.314430509444412,9.78678642185798,0.0582167352512991,1.210418740708013,7.891374148240593,0.0797754153672244,0.3767387519783872,4.305001030837534,8.384013693589587,2.1343227850351534,4.314424534595135,25.310409487936376,78.70051479184389,0.0332165591974647,32.378649722691684,0,0,1,Far Suitable
26,27,9.825648710634985,37.11272715325427,10.064149685873153,0.0269286736790747,1.1199883229023917,8.05650453455559,0.1276486881315666,0.3865417931496347,3.642175526430414,7.9078154749324,1.4177882787162452,1.247175242960083,28.98422353837485,57.3872239694026,0.4379488938837716,41.36711957298464,0,0,1,Far Suitable
28,23,7.441970650324698,35.37548651379903,17.57718420319822,0.0398198263627899,1.37652295322186,8.23970300236345,0.1249157823176531,0.1897033532604927,7.697505549392916,8.997319685972343,1.4750645061025631,3.2272948435298834,28.62488972024806,32.53011073612058,0.234615562403099,32.1264804278726,0,0,1,Far Suitable
34,25,5.753380538549387,22.0282528741914,2.816345208618492,0.0777419977383601,0.300992541811055,8.00178485664825,0.082877428749259,0.1393738836179959,6.638238740555327,8.961062558915712,1.4568019383462687,1.6851622186706927,29.58121924978112,20.288986462766275,0.0899788221128533,38.60330031742989,0,0,1,Far Suitable
34,19,6.711918180167732,32.89325090803925,27.402970441979363,0.056043576829082,1.7768333055475396,7.997162603687905,0.111086008351685,0.4667226312299105,3.374854958003719,7.9773473712868,0.1964383609165634,4.862070529411691,28.692641227059465,89.53826755046397,0.416839457117615,32.443871321470226,0,0,1,Far Suitable
29,29,7.067082246476307,34.69482492126578,6.375943867393734,0.0495076766237292,1.8331340756198111,7.970947951531461,0.1371264685270157,0.3240687582269433,4.09299845033464,7.958345958712995,0.799089457963738,3.1078522633019663,26.60300997992124,27.940648083631533,0.1690540525670287,32.89202416063803,0,0,1,Far Suitable
36,30,5.529653562792465,17.65927229511795,4.680413532843124,0.0631517598605143,0.2534315564849267,8.222505333716814,0.0888632290398838,0.1678254074284436,7.875237140345976,8.84797563946729,0.5014836399500672,2.2109175087588286,26.9668406371566,75.92795463709227,0.3180482640821636,31.70988260556074,0,0,1,Far Suitable
34,21,5.804240869788731,18.857254074689266,3.406004087332747,0.0462105437506577,1.380361377515407,7.802930679612151,0.0994157603551804,0.2424845269015477,7.713055948817222,7.371953955130039,2.564023795144125,1.2875444914088146,29.980179693049603,54.45863962228771,0.1808096636845257,29.92562031132597,0,0,1,Far Suitable
30,28,7.790211625744835,36.38489712184379,15.009168726651184,0.0389175178409001,0.4789506281984609,8.36199678275081,0.123187325306272,0.1029091230776037,4.959553056435744,8.02367165850055,2.8795060337121288,2.0733042758573546,26.033451748561845,17.69720658184972,0.2518233234951384,37.11439705284564,0,0,1,Far Suitable
23,25,9.058761084328548,23.800071867423966,12.629269404646768,0.0239541842629828,0.9438982297375228,7.863767106942321,0.0883791255906847,0.1243648907486108,4.231729555361551,7.579354384080785,2.8803883870232205,1.320830831254904,28.192470014796463,88.18117459700234,0.2141327655400321,39.00028952466672,0,0,1,Far Suitable
26,21,9.407253898375108,34.80240304078741,9.999588633253406,0.0150593863301223,2.7229131535312323,8.089712858989769,0.0981803442538941,0.2597304585566041,6.420027810092351,7.926431777474096,1.9690929908609096,1.5633347566015343,25.12458597704665,28.324244416118933,0.090093370583615,36.18501396328583,0,0,1,Far Suitable
38,34,6.389510486244339,11.429237723095198,4.558474936091457,0.0503050103942088,0.10216835427454,8.195614432367307,0.1071213909614797,0.1738855638279532,3.72375546199369,6.027591224178253,1.83914199588116,1.3995452719904269,28.080912927916604,35.28436945079969,0.1780355086051098,29.518828737386457,0,0,1,Far Suitable
26,32,6.876299522213332,37.93029912655899,28.40889504291598,0.0262119317334729,1.5118018146295868,8.11763437280852,0.091543901625966,0.3108903913001933,8.897677126025911,8.82332331873196,2.471842249875461,2.333588511078534,27.702927148790128,92.73288218736803,0.196919841356978,27.051876055839397,0,0,1,Far Suitable
20,20,7.693478336715195,21.754718898505,8.640045047375914,0.0694246708633251,2.811189835008075,8.088953484131618,0.0907962602205726,0.2300230573567261,7.941845835632721,8.201442614626385,2.1064550339328743,2.3541403080909173,26.12052961278091,45.508528741818296,0.0775822649842146,31.114798223052773,0,0,1,Far Suitable
20,28,7.620795853630812,26.40101561670305,5.013197173276048,0.0378090030988321,1.947549077678675,8.208340104816429,0.0824554109730926,0.1632506278532273,5.314466498673385,7.671892243288739,2.0228828424746568,1.7864031872595612,25.68392872583416,16.223755660998727,0.4910904328827712,34.86945745495414,0,0,1,Far Suitable
32,30,9.199819901410912,27.7129326946808,16.01336484426811,0.0668628326172943,1.4238756804904455,8.177323886647983,0.1258995762490727,0.1082046412093558,5.290019187830953,8.168676544911857,0.3782716893451108,1.5865232601103263,30.04266917606476,27.10768713398604,0.3166409414144031,37.09177245070153,0,0,1,Far Suitable
22,19,5.055158071312329,20.86528764396185,8.986086231116769,0.0178041381487147,2.796813222814849,8.259162314470174,0.0544661216378898,0.312594370921802,4.748252891986353,6.19989563261813,2.876218868742601,2.133870887644025,28.15661025523359,12.633589825059897,0.0799858568162153,31.28212169311637,0,0,1,Far Suitable
27,26,8.39189411427571,16.107351326390813,27.244324148037894,0.0600286972665013,0.9769476468813744,8.280698440305095,0.1311087246200258,0.1446329252532965,7.044169137985387,8.717702980106056,0.7597933929164705,3.327950083801434,29.840992644376392,34.96007854445989,0.1310407164704639,31.04428080689314,0,0,1,Far Suitable
20,34,7.351595270508929,36.48203142020266,17.663351920365997,0.0297657543329859,2.574071698539686,7.841814418038072,0.1169183652199142,0.1782831006555151,2.146707112085199,6.73442413363814,2.5840585168420733,3.296914457310649,29.07540630530101,94.85249391906602,0.2362689191125327,29.314083878925096,0,0,1,Far Suitable
38,18,7.510251067442235,11.55702830761927,25.19766774906675,0.0156667615280981,2.8073833224194,7.834930507245204,0.1232441459130449,0.1111399110331023,3.020985489902026,8.227597391678756,2.1934062956955014,2.169611602906788,26.38676100270101,36.18161265968981,0.0244187725853377,45.06757511687589,0,0,1,Far Suitable
34,27,8.216825899558922,31.951742096926388,11.08168261546156,0.031102414162116,1.2079562592820654,8.027759613869,0.1109028944706915,0.4322758420792056,3.1987050735037448,7.479865165851335,0.4779522573101077,1.9757302552408649,28.67283938993489,80.3656172055689,0.1709980350733892,37.63497706611621,0,0,1,Far Suitable
28,24,8.901998880736372,29.219067784077595,8.549114081221697,0.051956109501039,0.1818634029870484,8.25303624888971,0.1268980195228629,0.1576415852131864,4.111686833054968,7.142459127497327,0.4329083042946758,4.355384063350151,30.30885971063898,32.15686217151277,0.0231574574767297,27.91052362415584,0,0,1,Far Suitable
31,29,5.891862921536649,34.54080247416079,5.7073291779007285,0.0451405738417427,1.3465495422551506,8.319613914408375,0.0936244448364317,0.444841629380592,6.345760754937287,8.883908766356587,2.090124813986771,3.582416451378509,25.72624597202746,62.99942546826645,0.0285019784032163,31.03507963247808,0,0,1,Far Suitable
26,23,5.145356901719769,17.584408182676015,12.703063055368837,0.0508189476417008,0.9886827759957046,7.90330121313159,0.1471950845259805,0.4356769371486154,2.163816666897583,7.714125642920258,1.0225211529841192,3.846430910420117,27.403870796600124,61.86525339553248,0.1524264681836948,35.88829634955902,0,0,1,Far Suitable
36,34,9.371312353051188,22.172535058451828,7.351698476569112,0.0251605429939068,2.921248060114065,8.029342392008695,0.0605800359424139,0.3369763021593838,7.177342176407884,8.69283534348876,1.0382367511166029,1.0474211728409757,30.144975068062013,32.55798296043817,0.4916774265626271,34.30260395512568,0,0,1,Far Suitable
36,34,7.550548562494126,16.61465304067319,14.870222950468028,0.0710838119840127,0.1141183822009593,7.969074988505559,0.1128544030878861,0.4389624539716946,7.495088627054052,8.220045196326895,2.584293745838305,1.5012035856244368,25.43302997068305,30.626671548807707,0.0305127699032409,28.62172185681513,0,0,1,Far Suitable
38,34,7.99684482831467,10.620141066757132,15.913074518001368,0.0233235882566533,1.6465942511303484,8.067415074148048,0.0945106663717994,0.1590207387314799,5.089091188228571,8.877021854878723,1.1999664987493437,2.1436251615799145,31.111044155688955,68.67589104857532,0.1355932294978634,37.36914483435128,0,0,1,Far Suitable
25,23,6.610540021145928,18.0654022735853,5.6540353952811575,0.0309462403010742,2.552362065710822,8.029637514790663,0.149822245060905,0.3746346008457731,2.6618806644979287,8.433237762028192,2.142719627700392,1.2596944919193644,27.00149291757792,71.88241990669187,0.287337470751904,47.94376694444468,0,0,1,Far Suitable
39,32,6.049209974282047,13.898241168038236,11.535255393437112,0.0790037774710018,0.4005465067943071,7.843433638958586,0.064510557339645,0.4240501710875428,2.6312146359296085,8.647093127354797,2.278978134552958,1.826356448690369,29.563054633670312,75.2348236171878,0.1480410729132733,42.80997298648509,0,0,1,Far Suitable
21,27,9.125653338330576,26.802750923301865,24.538984451179125,0.0653899004747678,2.136975561011986,7.974220927491612,0.1404381134665523,0.2064633544204706,2.730830922931493,8.796682020430522,1.1731683045338646,1.4419352802640746,30.19997261780077,89.54163856688295,0.1130446611170582,47.54010562404461,0,0,1,Far Suitable
25,33,7.6014828845932705,33.42195559602703,3.466956276656114,0.0520968849481994,0.9684273994093384,8.32934104861246,0.1468816441483376,0.1860482388184163,5.419266303234522,8.303033830467873,0.6028289144398563,4.317962692019636,25.160315130254386,92.70965467711544,0.0767758793859652,26.95396577133797,0,0,1,Far Suitable
35,24,8.677528032437689,39.1725999712031,4.150608349939876,0.0128747720953283,2.5886028825772978,8.384019939691372,0.1163502069405257,0.3227522360591863,5.762271490105894,8.926738023748195,0.4947956770164827,1.757131459872984,26.32845225401857,47.68790481281931,0.4613068494072157,41.803414950656666,0,0,1,Far Suitable
25,24,5.312711134486842,15.405872623844438,28.55104305812222,0.0114016260812531,1.9853283479157195,8.345019156247849,0.0578980599366231,0.1680521309534436,6.242105805106789,7.187665171128885,0.1572230774383753,1.4753565375758375,25.60720290836347,49.043931443632495,0.0783552310167688,33.391053526937256,0,0,1,Far Suitable
39,25,8.668079150211563,13.66091482965546,9.836994262899951,0.0508395063312904,0.4526552521093656,8.332525144635849,0.132645365245498,0.4500483969529978,5.542801579801686,8.783324684463478,2.550250846552934,1.4822579832880014,25.523482791713587,88.51687091892609,0.473468233324949,41.43499599658313,0,0,1,Far Suitable
23,24,6.497217552459434,13.753757714252409,9.776134445823628,0.0424942764266488,1.935946866839092,8.184759425554121,0.1413765003303798,0.1106410254386255,4.547755404818443,8.702962529765678,1.0548060884143733,1.4797607354301432,31.420228045868456,39.93066571663164,0.0512435139144998,44.53454014559453,0,0,1,Far Suitable
39,20,9.955632159106518,16.401800439270687,26.0227425456216,0.0517503768237962,0.5039767822529515,8.38138071724938,0.0761245132453582,0.3553367002324359,8.15946748758949,7.976683988731276,0.4979229546956705,1.199201131577507,30.48427986006821,46.16671047344132,0.2187267857877575,34.24384805705235,0,0,1,Far Suitable
28,29,8.736097938710188,29.95438582715216,22.47240564473768,0.0439282661855415,1.6086726854616735,8.359846591839688,0.1481905322286942,0.3618264764894393,8.85988202988976,8.588189552840763,1.8084373971002203,1.7225087046463097,31.82315860871131,94.4973798792092,0.1031872864067563,29.728080201577804,0,0,1,Far Suitable
20,30,8.699931933428058,14.719788400054847,28.50916898486369,0.0118807357831454,0.2076286278906766,8.322402880928593,0.1397898104774252,0.4816375659609203,2.0014815623635425,8.704633322103472,2.704540992450328,3.5900310296049494,29.09165060806735,64.6598881828566,0.1185299652598697,40.883372848535885,0,0,1,Far Suitable
27,19,9.75156376465296,13.56623173531216,23.885233417499173,0.0366337319845125,0.3339423254344144,8.053097901313592,0.0628515668444116,0.4100643714115748,4.899451289502165,6.5153984476887565,2.3999088966380264,1.545462615404965,28.1222612936727,24.255033506829243,0.2270896041924456,33.40115858401033,0,0,1,Far Suitable
37,22,7.827749824607202,30.13165851579744,8.940454044395862,0.0471949782226886,2.098626090239798,8.34169758422158,0.1188330762332676,0.3126402996071574,6.797752088882219,8.651355432775901,1.3242499782896922,3.27104490192432,29.5740339347346,87.63011492714656,0.1397174530394898,32.961247741207345,0,0,1,Far Suitable
20,25,5.826470554850872,26.47929314440312,12.195157700293985,0.0529206337772112,0.7252683192048298,8.048596208412125,0.1435815624111145,0.2702253462873406,4.429864712708363,7.886753564912654,1.3870569488422344,4.533545948196089,29.796334249100543,85.82068684887906,0.3039727027881906,28.663667093493626,0,0,1,Far Suitable
26,21,9.64808461437842,37.19716632016488,17.850006100548622,0.0532803559128351,0.528772069800913,8.309905562758214,0.0535892751188932,0.2061252427983365,8.000739302829112,8.690725736026447,2.540461556304877,3.531728714175956,30.31864834970224,41.1886962787172,0.2073236302536623,29.93492281356622,0,0,1,Far Suitable
35,18,5.28068051708105,33.46513789273739,5.695028949470929,0.0566712070900312,0.630389853899139,7.9004822943300255,0.0852016582501878,0.3775381545089066,5.760767667612129,8.575234172866523,1.2638742349883354,1.6434139925971434,27.764065662010044,67.41814396538949,0.1536248207753957,40.91488736089164,0,0,1,Far Suitable
39,33,9.263640099378556,13.73148493723973,16.369126345189805,0.0457679520131543,1.7455853032673658,8.027403499906919,0.091080900100968,0.358159469724994,5.118202556978299,8.535317293901942,0.1821406368863802,3.5306375037181588,29.25868951771568,86.66555291765222,0.1681878708238698,30.30876896483176,0,0,1,Far Suitable
