Salinity (psu),Temperature (°C),Initial Polyps,End Polyps,Net Increase,Ammonia Nitrogen (mg/L),Oxygen Consumption,pH,Phosphate (mg/L),Nitrate (mg/L),Turbidity (NTU),Dissolved Oxygen (mg/L),Chlorophyll-a concentration (mg/m³),Biological Oxygen Demand (BOD) (mg/L),Sea Surface Temperature (SST) (°C),Total Suspended Solids (TSS) (mg/L),Water Current Speed (m/s),Quality_Index,Suitability,Predicted_Suitability,Cluster,Cluster_Label,Predicted_Label
39,22.0,8.295177671018404,16.418711160647106,8.245737723197193,1.2670457506086326,2.966622405011734,8.5,0.09999999999999999,4.992324120326824,5.0,6.023812044375983,0.2969848616622844,1.650000840666709,26.837567486388192,97.685880041134,0.436475827331622,18.574126804203097,0,0,0,2,1.0
34,24.0,9.010652790637938,10.390887032712511,26.44704759739837,1.374678620590612,1.098493296627882,6.86883087235087,0.09999999999999999,4.8245399050868,4.350579287252989,5.071166735961261,2.0521661250627656,2.288653230584332,30.219090367560007,45.13059226107587,0.3511150398446281,20.986990978018543,0,0,0,0,2.0
27,22.0,7.542896447237892,31.96367820528868,17.715158986097872,0.4871432902579748,1.6130269146744125,7.65773120310952,0.09999999999999999,4.915484606298744,5.0,6.6689408774418,0.9426341835746204,2.5832913767115686,30.95409128875573,27.02881047751988,0.3133880926328984,21.358875651178195,0,0,0,1,0.0
34,25.0,6.937976157413848,20.65123169355875,8.894836507176802,0.027174244551749327,0.7182914010284916,7.7544787041419845,0.09074864311739995,3.37373991903505,5.0,7.136873922557087,0.9056765346456036,2.8397134796103423,25.0621866268018,65.52110161357636,0.4122133951535574,17.49908751206609,1,0,0,0,2.0
33,22.0,9.95794204435137,21.856177789299107,24.219978327086444,0.06026768282347794,0.6908909089648368,7.568364749461516,0.06357164537296821,5.512262165255027,4.048978110177176,7.420029076695359,2.697977345324738,3.0,29.177070361281043,61.00881074671381,0.3528209868306663,29.45300039785147,0,0,0,0,2.0
23,22.0,9.711576948365964,39.011580442781046,23.89742153938523,0.17456737821915075,0.3683328076634855,8.137455389944023,0.09999999999999999,2.8019612700799317,4.041603507921948,5.255905180101423,1.6294666327931693,3.0,31.228304704812075,13.410492659559646,0.3511258973115261,23.50354698397117,0,0,0,1,0.0
37,30.0,8.919213383838368,21.783813274280305,8.721980733651861,0.25468434478851154,1.2583536091894778,8.418905519657681,0.04938620094583933,2.1678791103791837,3.381720602077556,5.6717252335061055,0.5651139881466469,3.0,27.113873391600137,65.64599390719047,0.4806142789298929,17.323364710457135,1,0,0,0,2.0
27,25.0,6.774206801284452,35.62665719022604,6.040657620204884,0.7133373343807734,1.314894749418515,8.149863895984247,0.09999999999999999,5.209031723130568,5.0,6.221455250603444,2.174825170543468,0.6474092795396005,28.02435719252833,21.793350282899347,0.0954502504623125,26.00189940388547,0,0,0,1,0.0
37,30.0,5.413088317296343,38.80503354186236,18.08422916442176,0.16989693399952766,0.1537405774235665,8.116180910419676,0.09187843535438579,6.195730847255703,3.885705191065735,6.032684344883371,1.7195710956867911,3.0,30.948271342540327,99.6471216016144,0.4506466083428032,22.516469665209,0,0,0,2,1.0
31,22.0,7.573287932867558,32.90737206599718,5.860787541968292,1.2551613580051164,0.5165019963995672,7.514555283551694,0.07242719503922164,2.9253007697377726,5.0,8.860623913981094,2.467716181241619,3.0,27.183848811535288,44.83690917414231,0.3660138057398883,21.78691624935665,0,0,0,0,2.0
29,30.0,8.912424622819689,28.091929185115497,27.136819862272308,0.017573926120524025,2.20968352618984,7.568479978612384,0.09999999999999999,7.591604961002048,0.18194900012690374,5.630612057525815,1.0943193446295032,3.0,25.85590996904945,36.422707458185386,0.1971656226241418,19.5643050761098,0,0,0,1,1.78
35,27.0,8.336751990232141,21.309566257788404,27.084757073394467,0.9081496717463462,0.9870949584584076,8.119988190003031,0.09999999999999999,2.3486441971051844,5.0,7.710336580800875,0.3680264590247035,2.4834885999408756,30.897132435653955,54.84922386834253,0.1105873747436533,27.323113187598608,0,0,0,0,2.0
34,24.0,5.052138496987015,26.559709063621632,24.230022804079013,0.7542599302842814,1.5010904721399485,8.101316821625279,0.09999999999999999,6.2662410808290225,5.0,5.5443353151962205,1.3475390136576877,3.0,27.715292310194844,84.21541653662017,0.1884697275259869,12.999914866101417,1,0,0,2,1.0
27,22.0,6.2770674234260975,34.142593659690846,6.432509202957202,1.318385081679264,0.2832309808946568,8.36700128865547,0.09999999999999999,2.99747850338848,5.0,6.6574630861257935,1.8012366076217474,1.2770953454560523,29.46919514101921,83.47009590055744,0.328576548161862,24.23685134189622,0,0,0,2,1.0
27,22.0,5.3462715314293,34.24237847067489,17.60469610880064,1.1318843196322625,2.952831597659697,7.995724367666014,0.09999999999999999,7.024977432068708,5.0,8.32195089120377,0.6466153448220521,3.0,26.48301232004859,84.13609717346976,0.0747186033501853,18.66029199440776,0,0,0,2,1.0
32,22.0,7.391276472879618,25.440508513643167,25.368546672667616,0.8875169898250017,2.2832576777650133,6.611149864506206,0.09999999999999999,4.153246829672492,5.0,7.061589837513117,0.4788110009221149,1.9065680050280607,28.762276451537137,53.399464530434784,0.4082834633878076,22.33049364869313,0,0,0,0,2.0
37,30.0,9.47907298685941,34.24826318667813,12.033370386806864,1.0511867490002353,1.5500983551518632,7.532503286083159,0.03667229534916576,3.839503926142003,5.0,6.392793261506446,0.8024834142198409,0.8883743671841415,25.99817815064516,53.63843271374428,0.2975904847291422,23.443181623744927,0,0,0,0,2.0
34,22.0,6.6110775172231415,17.614632344700844,27.56098845262411,0.2884032989970334,0.4706543486451099,6.74101434476087,0.08733767913916972,5.332549046209088,5.0,5.7460842397202905,0.8056972621213567,3.0,26.311233648979627,90.14522386131212,0.3827174903932326,17.98353345568436,1,0,0,2,1.0
32,28.0,5.626167852164135,17.37422317918459,17.83926881994816,0.6691876481316816,1.7884886015275003,8.427529325323704,0.0784179100833463,8.41927723530462,4.855070823751772,5.429170160299174,2.6446896681356145,3.0,31.240774328121056,36.72026464594859,0.0991215420942778,18.754766367678343,0,0,0,1,1.84
34,22.0,5.569783173571586,36.83928392732904,5.908768286074403,0.9816171934470397,0.1997693045150289,8.207592570096175,0.024901239827215524,0.5904469111339541,3.2818617553506058,5.808810392672226,2.3821861082576863,3.0,30.71774018524708,50.57161626754891,0.4327720167230762,22.50739633522189,0,0,0,0,2.0
32,22.0,7.430077514887699,10.013283443116237,18.141228251617108,0.6149939246654053,1.941296217341457,7.270848303775129,0.09999999999999999,6.548130683799348,5.0,5.2394623236819475,1.4392389486568975,0.4625695681071804,28.61865543434925,70.28083028596768,0.2540927342449378,19.841426641064512,0,0,0,0,1.0
26,22.0,7.603840709171063,14.614210739248232,23.8821581367811,0.17390766094027582,1.099832324009635,8.373099981290196,0.09999999999999999,7.7975826478119,5.0,7.23164313309888,2.533365346091106,2.5425910512743384,29.70237572319453,46.926829614817656,0.3474778752270986,21.06146563448857,0,0,0,0,2.0
31,26.0,5.218678129399848,24.84025568773849,2.4691765257867075,0.32790063017783583,2.459465558765332,6.70408883081781,0.09999999999999999,2.9067215317697346,5.0,7.304939412453461,1.938688138554597,3.0,25.71974156663377,93.76372105195004,0.1801990710406084,17.445484099155664,1,0,0,2,1.0
27,22.0,5.554039810899035,25.381607434378843,21.01757623363274,0.27588941990523375,2.173363188300154,7.840203080269575,0.09999999999999999,7.981296787146221,4.774797883043304,6.617619563384667,2.546591543932643,3.0,30.2805353942876,76.34124693077297,0.2467865049935771,22.64032317856419,0,0,0,2,1.0
38,22.0,5.475058494961523,29.06330936978568,13.781313649445922,0.3119254462179892,2.739628299403269,7.669404930467607,0.08218147958615125,3.5072516484445697,5.0,5.152093180422152,0.3833393121931173,3.0,25.196711785323508,89.80027809869874,0.0430756021474698,8.393739645807093,0,0,0,2,1.0
36,29.0,6.8799644497065575,12.721651067047931,18.84710059251229,0.3887379013346797,0.5478056968637177,7.680975412016426,0.04717036130327769,2.971989943212201,5.0,6.631797273136848,1.88620282055134,1.4353381983002715,31.857297223692587,69.900074990987,0.1164106128186567,20.498042047010504,0,0,0,0,1.0
27,30.0,7.7504597022907795,10.978538450246996,28.23905045775096,1.4556875373334284,1.917634506309944,7.938348792921868,0.09999999999999999,5.589148193823579,5.0,8.250475526344065,1.3606021387243994,3.0,31.86274063552485,68.25884260783891,0.2366657614582291,24.7543807082492,0,0,0,0,1.02
22,30.0,5.818419007326508,23.33096047724544,8.993620548502554,1.0491711265479828,1.966787438342343,7.5261679349445565,0.09999999999999999,0.8022292491017211,5.0,7.236070859850742,1.627568772047134,3.0,25.1786669118998,45.53712689753898,0.1761911396107389,17.038743449124468,1,0,0,0,2.0
26,26.0,7.480239193399432,21.589695192293977,27.986851394274023,0.7542301547120858,0.6009945931140087,7.512190156713025,0.006410915293781988,9.9272224019442,5.0,7.745271341086822,2.912684891457113,2.870653191928545,25.94821030436465,29.393705974868624,0.1465604786083845,26.232696520699182,0,0,0,1,0.0
28,30.0,8.357274674473217,35.418150031655784,8.69599127216665,0.9297012597829124,2.88134430261897,7.36001726285383,0.09999999999999999,5.245592997106286,5.0,7.004724117386529,1.1585101371927833,3.0,30.535283856719047,74.30875313050046,0.2520734715047657,10.762397424644526,1,0,0,2,1.0
31,26.0,9.39634329998919,36.32066836615781,23.66001884846017,0.7157950052278461,2.180381044782623,7.879211366978119,0.09999999999999999,1.4192143823491645,5.0,5.421126916975573,2.866978748866968,0.7548830163025451,27.880648536039548,41.94694278875396,0.1336228787380471,18.517023566689755,0,0,0,0,2.0
21,28.0,6.292158101459091,39.23116716037772,3.233130622877003,1.1521079039227038,2.0265841631564787,7.703299719427601,0.09999999999999999,9.205212997665651,5.0,6.825709986061515,2.716803563640001,2.0766235571497904,29.2058969810614,90.34098880104116,0.2063402714804632,18.316989908724764,1,0,0,2,1.0
27,28.0,7.789066127555349,14.445337846898363,3.3100036592095186,1.2393836269718015,1.362348900144139,7.235957791840637,0.08182856257951078,4.52978342048058,5.0,6.670757286896746,1.916703167861523,3.0,30.700061635432867,29.16455928691085,0.4688636312740015,19.697453530060635,0,0,0,1,0.0
22,23.0,5.9029729908765045,30.38649781401725,10.95025754817775,1.0446017123336004,1.6229462929237224,6.945783686248603,0.057861897446154206,2.368236653813725,4.883845431585998,6.8706854835036575,2.501009542070385,3.0,30.27107140481338,45.1516939833222,0.20220845142617,22.292542109081705,0,0,0,0,2.0
20,27.0,5.269291034990131,16.746706504477373,14.268948066657948,1.387122255760306,0.6789235422137608,8.24762554136198,0.002639068650346618,8.355413802453317,5.0,5.46815126968372,2.151618896025414,3.0,31.3961497257696,38.6268889985317,0.2251148956878086,9.888987512309232,0,0,0,1,2.0
22,22.0,6.600299162604918,22.94141946322224,27.179290049891307,1.2309274422901229,2.276578074885839,8.130331045531548,0.09999999999999999,7.83730118368506,5.0,7.736600008076809,1.4904938304539022,3.0,30.830312059772176,23.59991663783021,0.4005608127690924,23.67314877609873,0,0,0,1,0.0
24,26.0,8.765936679567014,31.574796908337067,28.943320505056388,0.8418133618852934,2.264617507028562,6.961428088577886,0.08040182186513266,8.241199772285093,5.0,6.757080356402466,1.7953642427099592,0.8333238507299283,26.777142838139586,36.0746126314782,0.0558827804492537,18.209225293038955,1,0,0,1,1.5
34,23.0,6.346656491510125,26.8997392609914,14.435226901897304,1.0067301592604663,0.5220001711235324,6.89440984454918,0.07486169261998447,7.232260638465823,5.0,8.322549954429778,2.9671590751228027,3.0,27.319077385128,30.949505521769503,0.0993335285608833,22.33438236966944,0,0,0,1,0.0
33,22.0,7.697781102477526,22.82505493984335,23.00079553998136,1.3904875001306685,2.6461373092490112,7.930169648835854,0.036414681342542346,8.32650540539061,5.0,5.7951180736670675,1.8457646044769087,2.3984024872847893,28.502962705427738,93.12342674151948,0.4871817298378552,20.571225356637903,0,0,0,2,1.0
22,30.0,8.639735883653715,19.790152927959618,16.886508665405522,0.9280853828130813,0.8806502444725852,7.124549694890341,0.08597304126586312,1.9876454716253913,4.455065043002497,5.830832745648741,2.3782914866540668,3.0,25.09989794194552,76.69709240885163,0.2578994965807403,16.468636166735568,1,0,0,2,1.0
33,29.0,5.459354438550223,22.903086295894003,8.074774884188626,0.8268675371945504,0.6158637703300489,7.0219277854111155,0.09999999999999999,6.367319218529579,5.0,6.918997851792981,2.1774702598307263,2.5520232036302346,27.257088895716453,11.992595773048423,0.4545479350509224,18.38761134341017,1,0,0,1,0.0
32,30.0,8.790925055382687,36.66662272010889,8.162482952398824,1.4004966430089913,2.2428983205134694,7.453355857840556,0.0028260421858563173,1.5161059939146235,5.0,6.004209848373467,0.5482356192846601,3.0,26.407547314557103,84.0151983651654,0.2153386153449167,18.489863251834144,1,0,0,2,1.0
38,24.0,8.717118930383046,26.33517307147684,16.511732940534095,0.8789211130647481,0.1845926876431555,6.854156715561352,0.08711193118263504,7.932777141574199,5.0,8.390868368657781,2.670690533052046,3.0,31.35072948352849,47.19004097425941,0.3444134257341658,27.83768753808088,0,0,0,0,2.0
26,27.0,8.059702526686655,16.133826581641355,21.883213457443823,0.7879443669061568,1.6695908218581077,7.468146386244271,0.044704775585754905,9.151616907625428,5.0,6.645693734741029,0.897411162713552,3.0,26.84776715714915,11.28616930366303,0.1831651931697507,15.123540428754966,1,0,0,1,0.0
24,22.0,7.88586391643775,10.984288723858253,9.34560306986648,0.7054812974907427,2.744010760190734,6.641744772540797,0.01854354203050114,9.386686912255893,5.0,7.259703387443731,0.1176416016533819,3.0,28.550909910962684,35.33913405336371,0.1969894261949086,21.6138526286882,0,0,0,1,0.14
26,28.0,9.38569220755702,29.08127406339905,10.765404061768113,0.7072986990984513,2.13603944396504,7.568861439004845,0.09999999999999999,9.143857289327537,5.0,6.645914021507129,1.4667827650938738,3.0,29.65522233191492,16.632212713339126,0.15108891180483,8.495757855172815,0,0,0,1,0.0
32,22.0,7.169002561273858,20.93062715284696,25.421957737304936,0.5653429410562194,1.5714303187469556,8.21063415282158,0.09999999999999999,5.454679474313622,2.8455813536092376,5.853334310074794,0.4447262062347691,3.0,30.502003444541568,94.7283035351745,0.1499001198823839,22.913649098681965,0,0,0,2,1.0
32,28.0,8.70856030756465,12.851591365980784,10.864429277442232,0.6167439575203553,2.619981404560599,8.185527412625653,0.09999999999999999,4.275079041876944,2.3425798975610577,5.950563711687903,1.381695915945631,3.0,25.27010340565725,35.09498555360351,0.0751719702839523,23.088056896383552,0,0,0,1,0.12
21,24.0,5.969769336338874,31.8024767250459,10.815123221846168,1.2811067219888077,1.8229955352848988,7.518579578903903,0.09999999999999999,3.940416620865998,2.615178362529988,5.70923221472912,1.1151128140192637,3.0,26.770723461203403,60.81143127464002,0.2854114090288401,24.99405576702513,0,0,0,0,2.0
29,25.0,9.399082429709694,33.21718665311995,3.20546727603872,1.0878484604385639,2.185971766172829,7.450868763862907,0.054925020708877156,1.7250169350532674,5.0,7.808902696380423,1.3877870251195406,2.467706756423629,29.78352556411354,16.665083604733283,0.3004053355654124,21.001335497167084,0,0,0,1,0.0
32,22.0,8.287801563890115,20.578078177865745,23.86698818204419,0.5384990156987732,1.8943662491270583,8.171266268067377,0.014809449997516336,8.488103597567406,5.0,8.428537111946337,0.2865387219765284,3.0,30.069685507693887,53.35812182104088,0.2482414617993487,25.84416786903553,0,0,0,0,2.0
25,22.0,6.554644650037771,34.7436356883336,13.150378230824328,0.12700926630550263,0.3368713181124265,8.012203499391411,0.09999999999999999,2.9644372357519004,5.0,6.957049467331966,2.407527194747313,2.9219160956948507,31.26782607190779,90.61691006118814,0.3720001817916821,23.6739324873891,0,0,0,2,1.0
31,30.0,8.711740252862546,25.4697821756936,14.429307304957526,0.3002604224171938,0.7314022065168164,7.4636601527779405,0.09659313493155262,5.977789349566477,5.0,7.160115370277619,0.7983301852483952,2.550994059203653,30.32477759477327,26.935443626151148,0.3712519064908009,18.495826740585223,0,0,0,1,0.0
31,22.0,9.07559192240184,23.898809598183902,27.020648420603685,0.8171630008274651,0.8259867754060195,6.715249871024376,0.09999999999999999,5.017498865251996,5.0,6.228768106318524,1.4355292602954912,2.5519914273470707,25.3377088619558,39.80698949370195,0.2195374611268204,13.365439008115846,1,0,0,1,2.0
39,22.0,8.074891201705661,11.362098444060775,20.42553954811418,0.3076489808157075,2.51200143078476,6.7228333552415265,0.09999999999999999,0.4933898561780721,5.0,7.01032301098392,1.4938001274882675,3.0,27.60136107250437,45.650976854648746,0.0709759972728626,21.40293457235914,0,0,0,0,2.0
30,22.0,8.439420549399575,18.700875809467178,2.225654893579354,0.8148787999170799,1.4432783652958694,8.104108641606636,0.07976701750807706,9.42553259944564,2.8868162097475545,5.533184743286613,1.7260640435388228,2.3699316857487944,26.911163462264856,62.75986403745207,0.2697856371858904,27.4475653315711,0,0,0,0,2.0
39,30.0,9.24023895565386,25.96065036952756,23.5075889946647,0.36560132209079227,2.706136334502725,8.219464705266105,0.09999999999999999,3.369051539056137,5.0,7.187824633353437,1.6275619378343251,3.0,28.646891797558805,41.31557752878932,0.1911801407472501,19.38301522519211,0,0,0,1,2.0
25,22.0,8.793381950555023,16.01680753218949,9.682768945672448,0.8714724962709377,0.6267311234485834,7.0422757525251285,0.05834768785194165,6.868745420149601,5.0,7.6334130220517125,2.2184446236926627,3.0,28.61430105756049,59.06561565093579,0.3166270133901598,17.894015225863058,1,0,0,0,2.0
24,25.0,9.209851857483542,23.12445779824629,26.761944212761097,0.6640242172501329,1.458071715223517,8.30903732951062,0.09999999999999999,4.2678995577993835,4.932944470432222,5.728848159188774,1.302816641233978,1.9527005334085823,29.96927276209857,20.324108996846487,0.4789183329580522,25.377325866805243,0,0,0,1,0.0
29,28.0,5.623570284556952,15.73356128488008,21.95968788410674,1.315672101787119,2.804546401760567,8.356684168798765,0.08640578292846281,8.048932385922875,5.0,6.192821464458226,2.663287488869204,2.4123103237277372,25.34341197622385,93.07007554508952,0.1765229304234053,16.996857029901893,1,0,0,2,1.0
31,25.0,6.926879415236809,19.30253615028265,21.50746312022896,1.0932422747271495,0.4631670743233655,7.79593104075904,0.09999999999999999,0.1687543738635613,5.0,6.029847647175488,1.8857513126231915,3.0,25.75969453390522,39.325189555373086,0.2964008557035911,18.5161852243891,0,0,0,1,2.0
36,22.0,5.6891144957961775,32.77206817775127,26.001366397668484,1.3361813300802416,1.140391709861694,7.559884905790163,0.09455035071303296,6.031055677711423,4.892574428600335,5.327509147672118,1.74453191466324,3.0,27.65386737493656,39.13445924404904,0.0618941047256411,21.572752175752008,0,0,0,1,2.0
39,29.0,5.009399417624553,36.881223989716574,14.336058784344605,0.001699712185929958,2.173205470424137,8.125528495892087,0.021402416834356522,1.081289499742108,4.039182320437854,6.890182019499093,2.2297125599293564,3.0,26.49109158822803,70.64327311873126,0.3135976791091171,26.438401749868305,0,0,0,0,1.0
22,29.0,5.906596399627526,13.76069427377157,14.72328832543868,0.07799100836270317,2.897015852569177,8.257725520399397,0.06310090933056976,5.011798622699088,5.0,6.954928606306836,0.3969610144084035,1.4876685526495779,29.38254103739292,32.41691489544326,0.2796294079509972,25.480369571436608,0,0,0,1,0.0
36,22.0,6.938367973751971,20.108941771523696,23.84529951752386,0.4687183628900568,0.9393654672870636,7.596579186973685,0.0627208983467691,7.210989822077961,3.07882118999698,6.683762453897402,2.238214294057981,3.0,27.910568075586983,61.46553608708875,0.1550710805570156,29.187442110598813,0,0,0,0,2.0
24,29.0,7.011635623432779,39.98631756157283,29.9334390230388,0.7474709313375216,1.4909127805589284,7.8114806272664055,0.09999999999999999,0.03237373853451864,5.0,5.430254775139033,1.4062788867352063,2.401011061483066,31.753267729822813,11.648548649415254,0.1509957911501851,16.956426125172094,1,0,0,1,0.0
36,27.0,8.61702382806143,32.874486534266595,14.067549253783016,0.12706660190267222,1.2967669202995329,7.943952215215834,0.018787878088761756,3.5533747949477195,5.0,5.932791941442346,1.8214783280512137,1.9475757922438994,30.21242010697834,32.487049914475094,0.4946322529046644,17.207092897876326,1,0,0,1,0.0
21,30.0,5.520686789601437,26.27413010387968,10.525790916970625,0.729684097754363,0.3913268940748085,8.22557163761325,0.018770512362770136,1.0592762353187832,4.130716913430588,6.038270653350102,1.6022067755500948,3.0,25.16826989134101,58.20485496099884,0.0333984511284143,21.70986388252107,0,0,0,0,2.0
21,30.0,6.127193777318469,14.488043485808577,7.546674468168108,1.0368553541606305,1.5765581001315476,7.8072500887432525,0.09999999999999999,4.19520540198914,5.0,5.125992833315993,2.255799578429285,3.0,29.55226326182184,62.37643186172732,0.151287299619396,7.165201418474064,0,0,0,0,2.0
20,30.0,5.2640198023426406,22.4340914661803,26.83934088226356,0.9357223629954265,1.280005451032821,6.810447987367542,0.09999999999999999,1.0493630036129784,5.0,7.376940511291911,2.0896121507258867,3.0,29.8750954632629,44.74279441235973,0.0802161880770193,14.806581849427763,1,0,0,0,2.0
20,25.0,7.432988311218765,32.61489101707656,13.755763535216891,1.2445689447894228,0.7400273168774718,6.59813213771805,0.007219053595522856,2.040011397803205,5.0,6.7098133547726775,1.3760183239381227,0.4374381774453635,27.16845696653457,93.39210254288132,0.0760747176341746,20.246154049487785,0,0,0,2,1.0
31,30.0,5.11466405634021,25.527889039465663,23.73613337044653,0.8293097297292975,2.4215547048675683,7.636652398197594,0.07019499051057261,0.6038493125650617,5.0,7.4046724687750185,1.6019307658568296,3.0,29.33787098783008,85.01248915120435,0.1962572608485364,20.934699222209083,0,0,0,2,1.0
23,25.0,8.18245325524577,28.853021422569967,17.831759093016785,0.6445834948527966,1.9422684633413343,8.01482607189783,0.09999999999999999,3.64925240566667,5.0,6.953796755997699,2.6821564883336007,3.0,31.42055081599525,42.04953095670635,0.3551027871670067,18.83099359203324,0,0,0,1,2.0
30,29.0,5.7449986807462174,24.456024378238496,14.383063742547655,0.4659302775588065,0.2205235599895498,7.105820499610182,0.009419313090786405,7.5551133896788265,5.0,5.007640380090209,2.75608284073644,3.0,30.46697186719721,31.699940291669662,0.3736886994068631,4.455589604634838,0,0,0,1,0.0
36,30.0,8.477078241640266,20.85130764578742,24.32191003220536,1.0875836047921406,0.6997132605280179,7.68425880493481,0.09999999999999999,9.647741742995725,2.5956041326660553,5.984586957855647,0.9053753537976604,3.0,26.703120134412224,30.0152291960829,0.3471400735092239,20.78646418541789,0,0,0,1,0.0
25,26.0,8.729626044068372,38.47625880611537,22.278511333134578,1.1947599810478533,2.78268721369646,7.572934907363557,0.09999999999999999,1.122036805598341,0.9682261105051162,6.314395584617198,0.6448808557902909,3.0,31.64157698791061,95.69564537106532,0.1750948146639452,26.85352073370512,0,0,0,2,1.0
24,30.0,9.909845952230723,28.964784975593723,21.331360213510017,1.2499168742652096,1.1617280419933786,6.5,0.041749003484411476,3.126859409038788,5.0,8.930402990730563,0.8577333449768297,3.0,27.5001031270336,96.27164588164224,0.0647466354044706,22.74985792124273,0,0,0,2,1.0
30,24.0,6.867312980720867,31.25469092478392,6.469497240100683,0.5066217754856497,0.8796850474220979,6.7864721037490945,0.09999999999999999,8.253218071765602,1.720056519581084,6.427955442366122,0.3853179282702108,3.0,31.712771423100723,56.040057686738095,0.0220033985582931,26.82818884033134,0,0,0,0,2.0
