Salinity (psu),Temperature (°C),Initial Polyps,End Polyps,Net Increase,Ammonia Nitrogen (mg/L),Oxygen Consumption,pH,Phosphate (mg/L),Nitrate (mg/L),Turbidity (NTU),Dissolved Oxygen (mg/L),Chlorophyll-a concentration (mg/m³),Biological Oxygen Demand (BOD) (mg/L),Sea Surface Temperature (SST) (°C),Total Suspended Solids (TSS) (mg/L),Water Current Speed (m/s),Quality_Index,Suitability,Predicted_Suitability
25,34,9.781110953244742,37.859808610446485,3.26697729252886,0.076782958555466,1.1136161233912545,8.284011512858148,0.1357917072243567,0.2961785839683902,4.170872281529096,8.085719955971745,2.897077712375799,3.4521570258895427,31.256511989069985,94.98419838016484,0.0334300128442472,31.18826993257183,0,0
20,34,5.5107476482876905,26.405789229253784,2.424952704031153,0.0112792548806454,2.394952465456369,8.162042527332147,0.1423743131266648,0.3141010938517237,7.450505482783074,8.554985619006567,0.1529771466680624,2.371678634519517,26.68185272928524,71.16768594997058,0.456328852177031,28.566535859843103,0,0
31,24,8.293460731037218,15.409238062683343,18.27967895629657,0.0732894746804733,2.0736259318026296,8.284066885503789,0.0729806341422665,0.3819182399701182,6.267159132054436,6.080008179122322,2.6199949412600523,1.774533701520855,26.842347529260625,98.02307699971163,0.180014809201309,25.56516355226179,0,0
31,18,9.714155707066308,23.7579383054152,4.963890604581447,0.014805406630351,0.968713326883202,7.894150363222336,0.124951641515678,0.2356658130100135,6.115230949969476,7.671746978192261,0.6662926664167662,1.7936214559756158,27.36675593881792,84.69300816851414,0.0600102747175351,35.39049899940719,0,0
36,30,9.04441730818164,26.826233900878528,26.44454303283205,0.0794322437163244,1.4274570697820188,7.809013525188339,0.1130559234345738,0.1444253213126619,4.054156124303305,8.225421123174359,0.2231884232322227,3.930479285849037,25.7514778225227,69.31307197749913,0.1241033549975121,30.979333594088114,0,0
29,34,5.382084297190257,35.918847422050305,16.648004579520627,0.0765977803385374,0.3771214014791721,7.987627977084875,0.1249599441120762,0.2114271812822638,2.2790424465602213,5.656590962236008,0.5642787992065893,3.45646061784979,29.880537625660125,76.2396839497463,0.2855179664214423,23.203022409340285,0,0
35,30,6.396838569673582,24.440001296069944,21.591317453643835,0.0195914637025424,2.704624689978292,8.15288622403776,0.0937347572432594,0.4086355457871256,5.282153106653735,6.770037925316916,1.213933242606931,1.8253555143283555,26.45179102480396,94.28349232153676,0.4719032741219823,28.615353975909738,0,0
34,33,9.65159442418912,36.9302401803387,13.5039985715339,0.0476309237984796,2.812731990900749,7.882969904042849,0.1432641062553984,0.2404975329133313,2.852475843742144,6.975343762607693,0.7358705346184822,1.5802615785616942,31.4830202308941,96.3776893960321,0.2610185376441972,34.877704404900044,0,0
34,25,6.265292164003923,30.230469370704068,17.69623465202936,0.0229444208227001,2.9414302526047207,8.05567342258349,0.1132472202411477,0.4247925962742841,9.247913205193615,6.248477861356818,0.9852355243912848,1.4827492206478912,26.509804197369096,97.20713172897962,0.0652412712163811,18.422320888826693,1,0
38,18,8.905852118934597,14.10997189161014,28.394456955065653,0.0399708621121083,2.618803209278929,8.131392898424567,0.0788295804554256,0.2278085807229903,2.330002587773844,6.927023318915926,2.9283527491471344,3.511194590812151,26.789494205161425,66.30774653822698,0.3176137551210056,36.40871700412052,0,0
31,31,9.12566097964352,39.84944107975279,4.316553109462781,0.0142997590481882,0.604486574319054,8.15932985685439,0.1138455070652143,0.1654220153655272,5.453206833475051,6.270182630621353,2.1427760780714675,1.0004745796434,27.079141601675715,44.62404848787129,0.3690940190260913,28.86097002087153,0,0
39,32,7.477260517304909,25.816979822617377,9.110257613863492,0.0256747211457612,0.2339698012847236,7.964647032600225,0.0786815747207031,0.2743393438054433,2.417964669606623,6.442990980220837,2.1653560119342914,1.073277370414175,30.37976667907991,21.983781606066994,0.2027089982964675,36.0313675764405,0,0
22,19,6.931744549241578,21.755748892272365,23.83967315349524,0.0354290957479229,1.7808305094967547,8.040017781591775,0.0793632391759874,0.2809098049156556,2.7643509965181305,7.677324714810956,0.3745875867109761,2.558212542504381,27.993245412094208,44.69932012063626,0.3635418915292531,41.50484713241694,0,0
24,34,7.250622162098798,29.773412934085798,4.764641792714643,0.0407053250172238,2.74655457796102,8.267003537440536,0.0899598511620868,0.1064432874197348,7.270933335376176,7.530373073219988,2.223085272485806,3.7653994571046496,30.73534236821433,94.86599092620573,0.169163179418203,20.084834751280702,0,0
38,23,6.13482347182682,13.266799419431171,4.118510909315104,0.0784247380746225,0.6143189488132542,8.364728816472411,0.1352430417569118,0.1468180290825304,7.176890087792756,5.9290629031901005,2.244098565570384,3.780157505989616,30.49397598649052,90.08173725331508,0.3966541742822425,16.566844463085772,1,0
26,21,9.44695458064422,29.09615940260063,12.12315916511308,0.0665505951978786,0.1204244524100114,8.317128198670954,0.1000297874393991,0.1739704075091269,2.2644175590355182,8.589931539181698,2.0132605533792334,2.7204730944307625,31.506432959372265,57.12936958565908,0.1771253581893338,47.082278890596726,0,0
28,18,7.253098283648789,24.94708001497819,4.580702837228104,0.0616186961018362,2.4359385334935086,8.13857010104006,0.1178900842230207,0.1454349269514699,2.0090518009669616,8.451154182685563,0.7624652583938377,3.7642944264182794,30.296229085728385,58.33065579345316,0.1354924748843067,44.01653161479477,0,0
26,25,9.4122972022805,22.200222099957493,18.382196381773685,0.0475928920319382,0.3227074844315286,8.046175681766368,0.0891967740274463,0.2366104301685455,2.630544617942272,7.036333226759806,1.3268049193383364,3.0843847183205018,25.36337818768344,37.80283146354726,0.4407988888868717,34.47292938646788,0,0
23,20,9.941376355000656,25.6761915019616,27.079542969582427,0.0337525984958997,2.0687732778474763,7.874973939650411,0.1454640160716231,0.3036890153308312,6.676611782012057,6.507423931936435,2.043584725087816,1.6498408553473325,31.56650817693788,74.30036445454556,0.1497265814834255,27.386021144128893,0,0
33,27,7.216365437218091,16.573524384098153,23.938002263667187,0.0596229378941321,0.7867129978229224,7.863930748329667,0.1103581247123062,0.3510224095482586,2.304945961507933,7.829071674665757,2.2250296214997167,3.4026690708224225,31.95582434784768,46.21876530830127,0.468192575927063,36.26017963412966,0,0
37,27,5.239154101970527,23.76890438131896,21.591745770785334,0.079564878276472,0.3434914339955074,8.213014574948195,0.1433951338582718,0.2425545914092113,5.904776126982618,7.686664228837882,1.8033857603648455,2.9649551038040145,25.876873158927257,26.918548486843047,0.3485170759783641,29.063096130332994,0,0
28,31,5.190109241187274,37.581622137180176,19.27443276676605,0.0320240236254639,2.333061562521903,7.955876649702696,0.0703413002198315,0.2293951046572584,7.696234856435611,5.784722427751914,1.4038011374241577,1.7778653786307776,29.29291288528574,58.677362094257,0.1181431958312279,17.057323664426036,1,0
21,19,8.731036287409193,15.28286413991784,26.177040449560973,0.0571812274418777,1.92750774617242,7.952797011859468,0.0646894163912932,0.1092587087660033,8.95161115680645,7.685832125201445,2.301250829194614,3.999961728566814,26.39621066118912,30.28032203088952,0.3111747537504625,20.583357806528,0,0
39,18,8.295177671018404,16.418711160647106,8.245737723197193,0.0691020404906667,2.966622405011734,8.398917032686672,0.1355822907123903,0.3001334622704089,9.472291925272083,6.009724776408159,0.2969848616622844,2.102032079727981,26.837567486388192,97.685880041134,0.436475827331622,18.574126804203097,0,0
34,24,9.010652790637938,10.390887032712511,26.44704759739837,0.074106530834547,1.098493296627882,7.912755574724277,0.1180917212617251,0.2934436027006665,4.619524503632533,5.074233346094102,2.0521661250627656,2.5268392763741665,30.219090367560007,45.13059226107587,0.3511150398446281,20.986990978018543,0,0
26,25,5.52683766976403,10.425701481873016,24.105784355873464,0.0602552883658071,0.2791109202415791,7.888835855693298,0.0686578499253641,0.1631322904724492,3.0866594273061256,7.796834710149508,2.991893072766969,2.49932227835012,31.84367402389342,91.86984744482044,0.1299319838724639,38.826493689331116,0,0
31,18,5.1778543351777415,34.881748808755376,22.948503138855195,0.0298525546391995,2.2296151024723576,7.859211136655952,0.0769359700663537,0.4057296000826814,3.89540736585158,7.579174409842999,2.362556595457292,1.9768178927517952,29.16398851024116,30.299859694326187,0.3279356810603122,39.53366497422994,0,0
27,20,7.542896447237892,31.963678205288677,17.715158986097872,0.0328397506098262,1.6130269146744125,8.147883207100078,0.1300663941525311,0.2970697321244012,8.20937193632179,6.643237049497365,0.9426341835746204,2.7228213267936208,30.95409128875573,27.02881047751988,0.3133880926328984,21.358875651178195,0,0
34,25,6.937976157413848,20.65123169355875,8.894836507176802,0.0114530622486774,0.7182914010284916,8.176718295601262,0.0953868619995936,0.2355975880646293,9.771873720338483,7.102744223678025,0.9056765346456036,2.893383523710473,25.0621866268018,65.52110161357636,0.4122133951535574,17.49908751206609,1,0
22,32,7.309734683354779,30.94933471682718,13.859341647773098,0.0632620184370056,2.3670140681138023,8.019136755754129,0.117054050650609,0.1587635636091708,5.731148938883044,8.788676766823038,2.0349339707210308,3.97688669123723,25.25642147894733,80.14411704729886,0.0972849725283829,29.220559866379595,0,0
33,22,9.95794204435137,21.856177789299107,24.219978327086444,0.0129917724243365,0.6908909089648368,8.121248001306881,0.081835202213601,0.320864330788405,4.442825708382318,7.380800723621751,2.697977345324738,4.0602742975081485,29.177070361281043,61.00881074671381,0.3528209868306663,29.45300039785147,0,0
36,20,9.853749788353351,38.58690387993482,2.8897975620050844,0.0705256648221922,0.855918799015516,8.273039718566947,0.0881229952774876,0.4011268104355239,5.433524655680276,7.631535741346125,1.7760542484587445,1.6342238731666483,27.722881711203076,30.681611524473343,0.0234116391455139,37.442486487821995,0,0
23,18,9.711576948365964,39.011580442781046,23.89742153938523,0.0183062430132177,0.3683328076634855,8.290862500993049,0.1490712558623105,0.2127997410739887,4.438505157161059,5.255645283796564,1.6294666327931693,3.371089197310128,31.228304704812075,13.410492659559646,0.3511258973115261,23.503546983971166,0,0
37,32,8.919213383838368,21.783813274280305,8.721980733651861,0.0220313558495146,1.2583536091894778,8.37474724542939,0.0747617087174718,0.187517740630689,4.051900185657234,5.6639778427005005,0.5651139881466469,4.5847911931175815,27.113873391600137,65.64599390719047,0.4806142789298929,17.323364710457135,1,0
27,25,6.774206801284452,35.62665719022604,6.040657620204884,0.0433568529582566,1.314894749418515,8.294560791553724,0.1006456377036514,0.3087739856258308,6.7500060192574365,6.203809105646353,2.174825170543468,1.4351464355382433,28.02435719252833,21.793350282899347,0.0954502504623125,26.00189940388547,0,0
23,19,7.0606546513138575,33.192671250923986,5.2396369090484605,0.0616516290618119,1.5922291920100655,8.138904862030456,0.1344402343190532,0.1621373210040068,2.125887842988355,7.157517272112573,2.136665996949884,2.891656178136554,28.695364384820977,40.885874832909806,0.1625368886813143,39.79014955089541,0,0
21,20,7.748080218594622,19.29999811515368,2.763000334622823,0.0197301543639354,2.1559963746589546,7.907794179502107,0.0739223213665858,0.3666453546377139,4.076417989319905,8.106363583933284,2.9041590377681583,4.0014124896333705,26.91127183020373,70.82062783041084,0.2956070702939901,34.154570977377475,0,0
29,31,5.343564162591338,23.74703951178501,8.111276435424426,0.0437995892087073,0.499428886774645,7.832707133946515,0.1115091287369988,0.1348328198365714,2.25650157045444,6.425529721915096,2.293691881465842,1.4023426263864955,28.25173509260668,21.45263318055602,0.1787419812982218,35.372750746293654,0,0
23,28,7.121484429424441,33.44046521843219,29.704089441829684,0.0248599949168013,0.2576094852111055,8.199915499071231,0.0981188151475102,0.1146081517525495,2.66561453207148,6.024603540694995,1.3587892574731242,2.5864245014038896,27.96908926383312,15.549958657666371,0.3354868987986674,30.8356882439939,0,0
37,33,5.413088317296343,38.80503354186236,18.08422916442176,0.0180890863676442,0.1537405774235665,8.284521753238796,0.0959502266570317,0.348115461035434,4.347169158286278,6.018437317181224,1.7195710956867911,3.028957992867456,30.948271342540327,99.6471216016144,0.4506466083428032,22.516469665208998,0,0
31,21,7.573287932867558,32.90737206599718,5.860787541968292,0.0685494646089947,0.5165019963995672,8.105210370410447,0.0862509731322123,0.2177175095954963,9.02243838887188,8.795455383579187,2.467716181241619,4.983382406865092,27.183848811535288,44.83690917414231,0.3660138057398883,21.78691624935665,0,0
21,22,9.494504120031175,35.6562095505511,21.28535114271823,0.0451725954833935,2.0080535087667157,7.832828504900184,0.1086646327774925,0.1345783012693594,8.11908928132237,7.541828718475561,0.7437856305550292,1.7144316372946111,30.722257411576727,91.52156509611711,0.3584011316250996,28.224730755173503,0,0
29,31,8.912424622819689,28.091929185115497,27.136819862272308,0.0110066865188907,2.20968352618984,8.121282344754803,0.112437269792361,0.4037714819825946,2.177253035329948,5.623604974159788,1.0943193446295032,4.92969506864045,25.85590996904945,36.422707458185386,0.1971656226241418,19.5643050761098,0,0
23,33,6.13921208771555,35.06223492526378,22.865025870349204,0.0662086910916372,2.380866569231554,8.36144955691473,0.1153289540901362,0.2256176012070576,6.013702533507935,7.88899431233704,2.3425951435730314,2.504599136917776,26.2795197335543,77.78823086264462,0.4566003613307184,29.731587034514206,0,0
33,24,9.87995424799396,33.53262574010253,4.140316109104535,0.0786555663790209,0.8067538145225936,8.158567914559477,0.0570368107906029,0.2838398198552894,4.197499951899334,7.888084573440116,1.7543279543347967,1.8012819442952854,31.65589166320214,29.7159954681141,0.1458882415609281,39.78235297434515,0,0
35,27,8.336751990232141,21.309566257788404,27.084757073394467,0.0524148336789973,0.9870949584584076,8.285656493077688,0.1131034175712048,0.1947251709815077,7.189165272496504,7.665880784214821,0.3680264590247035,2.656436328495984,30.897132435653955,54.84922386834253,0.1105873747436533,27.323113187598608,0,0
34,24,5.052138496987015,26.559709063621632,24.230022804079013,0.0452595870958849,1.5010904721399485,8.28009158903505,0.1453237178781232,0.3509268313431858,7.77243106074769,5.538881780362654,1.3475390136576877,3.4559804961392686,27.715292310194844,84.21541653662017,0.1884697275259869,12.999914866101417,1,0
27,18,6.2770674234260975,34.142593659690846,6.432509202957202,0.0714891104131473,0.2832309808946568,8.359277459868393,0.1040986235528083,0.2205953661417438,8.902900617034259,6.631965933878348,1.8012366076217474,1.8539895756439837,29.46919514101921,83.47009590055744,0.328576548161862,24.23685134189622,0,0
27,21,5.3462715314293,34.24237847067489,17.60469610880064,0.0628175841131722,2.952831597659697,8.248620308407855,0.1056732307759217,0.3811790194467627,9.955600708364676,8.266482016368546,0.6466153448220521,4.418186006941159,26.48301232004859,84.13609717346976,0.0747186033501853,18.660291994407757,0,0
32,18,7.391276472879618,25.440508513643167,25.368546672667616,0.0514554979532008,2.2832576777650133,7.835955093192648,0.1429583094597569,0.2666779358693867,9.057333795768264,7.028815747071274,0.4788110009221149,2.2726907659937057,28.762276451537137,53.399464530434784,0.4082834633878076,22.33049364869313,0,0
37,32,9.47907298685941,34.24826318667813,12.033370386806864,0.0590654755512599,1.5500983551518632,8.110559679032285,0.0684219899296359,0.2541684398919515,6.598955961264567,6.372061906002386,0.8024834142198409,1.595427215799761,25.998178150645156,53.63843271374428,0.2975904847291422,23.443181623744927,0,0
34,22,6.6110775172231415,17.614632344700844,27.56098845262411,0.0235991499701261,0.4706543486451099,7.874660524768053,0.0936860036557126,0.3136988442881532,5.18405150003052,5.736997897977734,0.8056972621213567,4.172683279976166,26.311233648979627,90.14522386131212,0.3827174903932326,17.98353345568436,1,0
32,28,5.626167852164135,17.37422317918459,17.83926881994816,0.0413040722551506,1.7884886015275003,8.377317525766795,0.0892382100932721,0.4367722697917013,4.91509048111828,5.425790355332431,2.6446896681356145,3.401822749100581,31.240774328121056,36.72026464594859,0.0991215420942778,18.754766367678343,0,0
28,27,7.371680549531069,22.08293195386756,7.114826758710708,0.0680874885302099,0.9696353784877884,7.973954857579817,0.0905215123299278,0.3333688060732007,2.096998000701958,8.876962430147598,0.6771513068434625,1.4016045735024043,25.05182421051424,93.83463040501434,0.0930971404021495,49.517083279896596,0,0
34,19,5.569783173571586,36.83928392732904,5.908768286074403,0.055830774394891,0.1997693045150289,8.311766522030576,0.0625524181227875,0.1246226710399997,3.993395977938932,5.798594567824092,2.3821861082576863,4.787085925744083,30.71774018524708,50.57161626754891,0.4327720167230762,22.50739633522189,0,0
32,20,7.430077514887699,10.013283443116237,18.141228251617108,0.0387842847048297,1.941296217341457,8.032574775121475,0.1313615725980719,0.362166278721142,7.750465879593317,5.239498506885543,1.4392389486568975,1.312198113599568,28.61865543434925,70.28083028596768,0.2540927342449378,19.841426641064512,0,0
20,29,9.60148590609704,37.041492899258046,23.332741132148428,0.0564353773810277,2.59090381304171,7.993916549914426,0.0535766243014935,0.1033061191783433,6.829056799144532,8.846667088729985,2.997363226612201,3.5014256065345646,28.915060713517104,34.1994801051401,0.130509234983896,29.856039739944837,0,0
26,22,7.603840709171063,14.614210739248232,23.8821581367811,0.0182755688450721,1.099832324009635,8.361095143425974,0.1028226607727156,0.4119841842161572,9.331377513340268,7.195806965431308,2.533365346091106,2.6957490235743258,29.702375723194532,46.926829614817656,0.3474778752270986,21.06146563448857,0,0
28,22,8.082498634475417,39.70259128202446,9.721207324355875,0.0381048327395413,1.2318570869170344,8.017993543251734,0.1161878388044691,0.3666544289644968,2.400178135332463,8.186626939964572,2.245139089898672,3.226495672959744,28.020114946156077,73.88208388622263,0.4470188317977683,40.9808238066108,0,0
20,23,5.7831921848690415,38.64540979115405,7.7189092495406895,0.0655189976574139,2.6839628806049136,8.034172745197882,0.0707469438058877,0.2235142633410344,3.242212825418645,5.175063388793275,2.625106289291367,1.8528567826405775,25.809283217346906,56.14724276659084,0.3198380965126824,28.673205989177283,0,0
31,26,5.218678129399848,24.840255687738495,2.4691765257867075,0.0254356150995653,2.459465558765332,7.863655067767746,0.1405850192098795,0.2169767218358063,8.313950314817042,7.267783429918619,1.938688138554597,3.752441597002607,25.71974156663377,93.76372105195004,0.1801990710406084,17.445484099155664,1,0
27,19,5.554039810899035,25.381607434378843,21.01757623363274,0.0230173055290192,2.173363188300154,8.202267999169505,0.1338549207024792,0.4193091986185222,4.86806104956267,6.592839856471981,2.546591543932643,4.838878756533359,30.2805353942876,76.34124693077297,0.2467865049935771,22.64032317856419,0,0
30,29,7.992657878421828,24.44648020827563,4.143911236139092,0.0765573061941502,0.821511484884129,7.973303648686508,0.0971083729483925,0.4133346767698482,2.946762669743024,8.087857737399535,0.857267857348222,2.8337034961796626,26.547246002870995,60.79626329595399,0.3786120358632163,37.24751568988116,0,0
38,20,5.475058494961523,29.06330936978568,13.781313649445922,0.0246928340710361,2.739628299403269,8.151362500703705,0.0911148932340138,0.240920941750704,9.971604040800711,5.153702582556234,0.3833393121931173,3.091833110272909,25.196711785323508,89.80027809869874,0.0430756021474698,8.393739645807093,0,0
36,29,6.8799644497065575,12.721651067047931,18.84710059251229,0.0282643005755117,0.5478056968637177,8.154811022431925,0.07365679252111,0.2195790912319121,8.298002421354903,6.606762274246457,1.8862028205513397,1.9592466822755248,31.857297223692587,69.900074990987,0.1164106128186567,20.498042047010504,0,0
27,34,7.7504597022907795,10.978538450246996,28.23905045775096,0.0778731157233036,1.9176345063099436,8.23151981735746,0.1229993224644963,0.323929915553116,5.2699282940649805,8.196293677944784,1.3606021387243994,4.567471935004324,31.86274063552485,68.25884260783891,0.2366657614582291,24.754380708249194,0,0
22,31,5.818419007326508,23.330960477245437,8.993620548502554,0.0589717573116469,1.966787438342343,8.108671460640924,0.1180237753843783,0.1330668151946169,7.444830960953227,7.200154963994416,1.627568772047134,4.145187540344217,25.178666911899796,45.53712689753898,0.1761911396107389,17.038743449124468,1,0
29,31,8.379911377931776,39.773268681243366,11.299073932627488,0.0594169365606005,1.101267200965454,7.98591938964509,0.1366427402898756,0.3048072506701876,2.6778294663225437,7.707998421463143,0.1886482653081267,1.6154002214691072,25.875095830810668,38.39927262804237,0.0259748683052092,39.81262413922835,0,0
26,26,7.480239193399432,21.589695192293977,27.986851394274023,0.0452582026529767,0.6009945931140087,8.104505456681599,0.0533323199439508,0.4968967659444488,6.983783101504765,7.700186489159679,2.912684891457113,2.913963439580874,25.94821030436465,29.393705974868624,0.1465604786083845,26.232696520699182,0,0
28,25,5.063574449934468,27.2152376231354,25.65614516970972,0.0680405448198897,1.9037442912722349,8.040751549922238,0.1412787385386525,0.3610453606989414,2.0542844238146207,8.916413577009093,2.7816560769321543,3.150422826905652,30.75556799787753,63.43263809342702,0.269947989043876,44.47276503012401,0,0
26,19,9.962077002447352,22.468116877220066,8.271511284222273,0.0455699203065636,2.657729109907762,8.313047031581814,0.0618362227851298,0.1245195177796894,2.347649970409365,7.847811952262202,2.8122834714876075,2.967665679009507,31.453351721006644,16.04773882924418,0.2826220332582516,43.45188495956597,0,0
28,30,8.357274674473217,35.418150031655784,8.69599127216665,0.0534168947988238,2.88134430261897,8.059151118687497,0.1145759177938032,0.3102317496248967,9.231840072446726,6.972973983733789,1.1585101371927833,4.209673148714813,30.535283856719047,74.30875313050046,0.2520734715047657,10.762397424644526,1,0
27,24,6.584612386724725,37.06709210386714,16.344409712838257,0.0434419488479675,0.6578044531463536,8.03165951330249,0.0750082468913941,0.2986580849558018,6.220509770854444,8.429311294134212,1.6424837772113894,3.681611564065456,26.405214644186707,73.28246889587328,0.2108415351613888,30.245594565056447,0,0
31,26,9.39634329998919,36.32066836615781,23.66001884846017,0.043471124648909,2.180381044782623,8.213894215738582,0.1336552391169613,0.1576671263272198,7.887215886948199,5.417891943263745,2.866978748866968,1.5066338636730467,27.880648536039548,41.94694278875396,0.1336228787380471,18.517023566689755,0,0
21,28,6.292158101459091,39.23116716037772,3.233130622877003,0.0637578984643282,2.0265841631564787,8.161464665916865,0.1012300360915466,0.4681089475209631,8.708007923545168,6.797183283585018,2.716803563640001,2.3858052293722416,29.2058969810614,90.34098880104116,0.2063402714804632,18.316989908724764,1,0
24,30,6.105316857268642,32.553165191172795,8.481442685563671,0.0415197738682068,2.100394617207312,8.24128703299995,0.0907882610196983,0.2680289181008657,5.866491589578351,8.054008338881465,1.736583747228303,2.165833670631588,26.980202504479884,28.862063374450404,0.1569721958387578,32.971790808186086,0,0
22,19,9.89198639400298,16.860832282010943,21.077884370757765,0.0471776647436269,2.84193509562255,8.395244858754815,0.1161447816613101,0.3431830810734437,4.687762459044092,7.043168121995535,2.3994461752282783,1.4690870782156424,28.566592892035857,47.5606301644,0.4977209102493376,38.0186760327515,0,0
31,22,8.740959529894987,38.689602801625824,28.325129355058312,0.0622002366343351,1.933148353555389,8.177488100382192,0.1381903284763459,0.141905014580576,3.2359458896483053,7.227074879589963,0.891734787066092,3.6147306626285416,28.575634210242832,87.61757862427913,0.1699835042830352,33.70090487321777,0,0
27,28,7.789066127555349,14.445337846898363,3.3100036592095186,0.0678158643378342,1.362348900144139,8.02217583986479,0.0909389131183418,0.2816911295227476,5.20257185989824,6.645020751641316,1.916703167861523,4.40414775414009,30.700061635432867,29.16455928691085,0.4688636312740015,19.697453530060635,0,0
22,23,5.9029729908765045,30.38649781401725,10.95025754817775,0.0587592981500832,1.6229462929237224,7.935690959881271,0.0789880679533859,0.1955063576015893,4.931948633289307,6.841348926410941,2.501009542070385,4.726432381863695,30.27107140481338,45.1516939833222,0.20220845142617,22.292542109081705,0,0
20,27,5.269291034990131,16.746706504477373,14.268948066657948,0.0746851092191978,0.6789235422137608,8.323698140491992,0.0514515094527608,0.434225919428494,6.476598735646987,5.464069548492013,2.151618896025414,4.890313670637903,31.396149725769597,38.6268889985317,0.2251148956878086,9.888987512309232,0,0
22,21,6.600299162604918,22.94141946322224,27.179290049891307,0.067422686170304,2.276578074885839,8.288739127268101,0.1074839037859874,0.413567833947016,7.324075270057707,7.691671297147906,1.4904938304539022,4.124467384836056,30.830312059772176,23.59991663783021,0.4005608127690924,23.673148776098735,0,0
24,26,8.765936679567014,31.574796908337067,28.943320505056388,0.0493304652866663,2.264617507028562,7.940353692467631,0.0902274767431433,0.4296719998501433,9.826603811560378,6.729789438420855,1.7953642427099592,1.5588097131676086,26.777142838139586,36.0746126314782,0.0558827804492537,18.209225293038955,1,0
